stock,stock code,net amount (S$M),published date
NetLink NBN Trust,CJLU.SI,-7.4080315,2022-08-15
Jardine Matheson,J36.SI,-7.023993033699991,2022-08-15
Hongkong Land,H78.SI,-6.9117622163,2022-08-15
Suntec REIT,T82U.SI,-3.441124,2022-08-15
Keppel Pacific Oak US REIT,CMOU.SI,-2.67670383805,2022-08-15
UOB,U11.SI,-47.410997,2022-08-22
DBS,D05.SI,-33.760913,2022-08-22
ST Engineering,S63.SI,-26.591435,2022-08-22
NetLink NBN Trust,CJLU.SI,-15.318873,2022-08-22
Yangzijiang Financial,YF8.SI,-13.0505495,2022-08-22
CapitaLand Integrated Commercial Trust,C38U.SI,-5.58472,2022-08-22
Suntec REIT,T82U.SI,-5.438071,2022-08-22
Olam Group,VC2.SI,-5.306216,2022-08-22
Ascott Residence Trust,HMN.SI,-5.100279,2022-08-22
ComfortDelGro,C52.SI,-4.455511,2022-08-22
SGX,S68.SI,-24.781801,2022-08-29
CapitaLand Investment,9CI.SI,-18.196955,2022-08-29
Mapletree Industrial Trust,ME8U.SI,-14.864218,2022-08-29
ST Engineering,S63.SI,-13.120433,2022-08-29
CapitaLand China Trust,AU8U.SI,-12.995043,2022-08-29
Jardine Matheson,J36.SI,-10.4073580113,2022-08-29
Frasers Logistics & Commercial Trust,BUOU.SI,-9.549951,2022-08-29
Ascott Residence Trust,HMN.SI,-7.172627,2022-08-29
Ascendas REIT,A17U.SI,-6.8857,2022-08-29
Wing Tai Holdings,W05.SI,-6.54279,2022-08-29
Jardine Matheson,J36.SI,-89.91165063570006,2022-09-05
ST Engineering,S63.SI,-27.139047,2022-09-05
SGX,S68.SI,-19.588525,2022-09-05
Keppel DC REIT,AJBU.SI,-10.619724,2022-09-05
Hongkong Land,H78.SI,-7.489215729700001,2022-09-05
SIA,C6L.SI,-7.162994,2022-09-05
Ascendas REIT,A17U.SI,-6.667023,2022-09-05
Frasers Centrepoint Trust,J69U.SI,-6.556008,2022-09-05
CapitaLand Investment,9CI.SI,-6.46058,2022-09-05
Frasers Logistics & Commercial Trust,BUOU.SI,-5.990124,2022-09-05
CapitaLand Investment,9CI.SI,-17.042685,2022-09-12
ST Engineering,S63.SI,-12.036411,2022-09-12
Yangzijiang Shipbuilding,BS6.SI,-9.085221,2022-09-12
Keppel DC REIT,AJBU.SI,-5.24311,2022-09-12
Chip Eng Seng Corporation,C29.SI,-4.5036905,2022-09-12
Frasers Logistics & Commercial Trust,BUOU.SI,-4.431894,2022-09-12
Venture Corporation,V03.SI,-3.710702,2022-09-12
Ascendas REIT,A17U.SI,-3.088741,2022-09-12
Novo Tellus Alpha SPAC,NTA.SI,-2.773,2022-09-12
AEM Holdings,AWX.SI,-2.631246,2022-09-12
Frasers Hospitality Trust,ACV.SI,-19.781691,2022-09-19
ST Engineering,S63.SI,-17.722011,2022-09-19
Wing Tai Holdings,W05.SI,-15.872676,2022-09-19
ComfortDelgro,C52.SI,-12.95196,2022-09-19
Mapletree Industrial Trust,ME8U.SI,-11.896122,2022-09-19
Keppel Corporation,BN4.SI,-9.3049,2022-09-19
Nanofilm Technologies,MZH.SI,-7.711087,2022-09-19
SPH REIT,SK6U.SI,-6.730288,2022-09-19
UOB,U11.SI,-6.399316,2022-09-19
Mapletree Logistics Trust,M44U.SI,-5.499457,2022-09-19
SATS,S58.SI,-28.393775,2022-09-26
ST Engineering,S63.SI,-22.149785,2022-09-26
Venture Corporation,V03.SI,-18.305906,2022-09-26
UOL Group,U14.SI,-14.380804,2022-09-26
Mapletree Pan Asia Commercial Trust,N2IU.SI,-13.216054,2022-09-26
Mapletree Logistics Trust,M44U.SI,-11.078989,2022-09-26
Keppel REIT,K71U.SI,-10.132696,2022-09-26
Ascendas REIT,A17U.SI,-8.523949,2022-09-26
SGX,S68.SI,-7.799165,2022-09-26
Keppel DC REIT,AJBU.SI,-6.678845,2022-09-26
UOB,U11.SI,-78.044695,2022-10-03
SATS,S58.SI,-60.092048,2022-10-03
OCBC,O39.SI,-50.931518,2022-10-03
CapitaLand Integrated Commercial Trust,C38U.SI,-42.486807,2022-10-03
Yangzijiang Shipbuilding,BS6.SI,-41.449141,2022-10-03
SIA,C6L.SI,-30.598243,2022-10-03
Jardine Matheson,J36.SI,-23.9330504033,2022-10-03
Mapletree Industrial Trust,ME8U.SI,-22.285082,2022-10-03
Frasers Logistics & Commercial Trust,BUOU.SI,-18.836725,2022-10-03
ST Engineering,S63.SI,-14.812106,2022-10-03
ST Engineering,S63.SI,-21.250822,2022-10-10
SATS,S58.SI,-19.748324,2022-10-10
Singtel,Z74.SI,-11.5819621,2022-10-10
Suntec REIT,T82U.SI,-9.596656,2022-10-10
SGX,S68.SI,-8.796614,2022-10-10
Thai Beverage,Y92.SI,-7.063612,2022-10-10
SIA,C6L.SI,-5.857286,2022-10-10
Sembcorp Industries,U96.SI,-5.438883,2022-10-10
Wilmar International,F34.SI,-5.321392,2022-10-10
NIO Inc,NIO.SI,-4.534580377730001,2022-10-10
OCBC,O39.SI,-37.740112,2022-10-17
SGX,S68.SI,-36.372812,2022-10-17
Jardine Cycle & Carriage,C07.SI,-19.179036,2022-10-17
ST Engineering,S63.SI,-16.735396,2022-10-17
CapitaLand Investment,9CI.SI,-15.76098,2022-10-17
SATS,S58.SI,-15.63263,2022-10-17
Mapletree Pan Asia Commerical Trust,N2IU.SI,-10.810026,2022-10-17
Mapletree Logistics Trust,M44U.SI,-9.996409,2022-10-17
Frasers Logistics & Commercial Trust,BUOU.SI,-9.220013,2022-10-17
Mapletree Industrial Trust,ME8U.SI,-7.047355,2022-10-17
UOB,U11.SI,-22.377819,2022-10-24
ST Engineering,S63.SI,-21.986213,2022-10-24
Singtel,Z74.SI,-17.3996229,2022-10-24
CapitaLand Ascendas REIT,A17U.SI,-15.833028,2022-10-24
SGX,S68.SI,-15.692066,2022-10-24
CapitaLand Integrated Commercial Trust,C38U.SI,-12.828358,2022-10-24
DBS,D05.SI,-11.698208,2022-10-24
Frasers Logistics & Commercial Trust,BUOU.SI,-11.387355,2022-10-24
Mapletree Industrial Trust,ME8U.SI,-10.695816,2022-10-24
Jardine Matheson,J36.SI,-9.7191706842,2022-10-24
Jardine Matheson,J36.SI,-23.3496108079,2022-10-31
SATS,S58.SI,-21.695062,2022-10-31
CapitaLand Investment,9CI.SI,-17.083974,2022-10-31
Suntec REIT,T82U.SI,-13.759532,2022-10-31
Hongkong Land,H78.SI,-12.6350068236,2022-10-31
Frasers Logistics & Commercial Trust,BUOU.SI,-4.002297,2022-10-31
SGX,S68.SI,-2.843597,2022-10-31
Yangzijiang Financial,YF8.SI,-2.423394,2022-10-31
NIO Inc,NIO.SI,-2.18784799802,2022-10-31
Keppel REIT,K71U.SI,-2.0103905,2022-10-31
