stock,stock code,net amount (S$M),published date
Singtel,Z74.SI,-6.313389,2019-01-07
DBS,D05.SI,-4.68727,2019-01-07
Yongnam Holdings,AXB.SI,-2.2112308184185,2019-01-07
Jardine Matheson,J36.SI,-2.02291799761962,2019-01-07
NetLink NBN Trust,CJLU.SI,-1.5143985,2019-01-07
StarHub,CC3.SI,-1.125573,2019-01-07
City Developments,C09.SI,-1.120242,2019-01-07
Parkway Life REIT,C2PU.SI,-0.804799,2019-01-07
Hutchison Port Holdings Trust,NS8U.SI,-0.632018180381774,2019-01-07
GSH Corporation,BDX.SI,-39.3798925,2019-01-14
CapitaLand Mall Trust,C38U.SI,-14.153367,2019-01-14
ComfortDelGro,C52.SI,-10.317097,2019-01-14
Silverlake Axis,5CP.SI,-5.266355,2019-01-14
StarHub,CC3.SI,-3.996145,2019-01-14
Sembcorp Marine,S51.SI,-3.320154,2019-01-14
Haw Par Corporation,H02.SI,-3.072064,2019-01-14
NetLink NBN Trust,CJLU.SI,-2.580111,2019-01-14
CSE Global,544.SI,-2.1455245,2019-01-14
Ascendas REIT,A17U.SI,-25.084823,2019-01-21
ComfortDelGro,C52.SI,-9.893042,2019-01-21
Sembcorp Industries,U96.SI,-9.029678,2019-01-21
CapitaLand Mall Trust,C38U.SI,-8.198789,2019-01-21
SATS,S58.SI,-6.837378,2019-01-21
Jardine Matheson,J36.SI,-5.05176900189999,2019-01-21
Singtel,Z74.SI,-4.316207,2019-01-21
UOB,U11.SI,-4.16343299999999,2019-01-21
Best World International,CGN.SI,-3.968375,2019-01-21
DBS,D05.SI,-96.57419,2019-01-28
UOB,U11.SI,-49.881548,2019-01-28
OCBC,O39.SI,-37.124095,2019-01-28
Keppel Corporation,BN4.SI,-25.975636,2019-01-28
Singtel,Z74.SI,-17.972432,2019-01-28
Ascendas REIT,A17U.SI,-14.761615,2019-01-28
Sembcorp Industries,U96.SI,-13.71214,2019-01-28
Genting Singapore,G13.SI,-12.782701,2019-01-28
DBS,D05.SI,-78.338363,2019-02-04
UOB,U11.SI,-64.21072,2019-02-04
Keppel Corporation,BN4.SI,-39.292904,2019-02-04
Singtel,Z74.SI,-34.947817,2019-02-04
Sembcorp Marine,S51.SI,-13.368962,2019-02-04
Sembcorp Industries,U96.SI,-11.19341,2019-02-04
OCBC,O39.SI,-10.017616,2019-02-04
SIA,C6L.SI,-8.240575,2019-02-04
Venture Corporation,V03.SI,-7.731993,2019-02-04
UOL Group,U14.SI,-4.919929,2019-02-04
Keppel Corporation,BN4.SI,-11.557831,2019-02-11
Venture Corporation,V03.SI,-8.752245,2019-02-11
Sembcorp Industries,U96.SI,-6.811136,2019-02-11
Sembcorp Marine,S51.SI,-6.072784,2019-02-11
ComfortDelGro,C52.SI,-5.551649,2019-02-11
Frasers L&I Trust,BUOU.SI,-2.544184,2019-02-11
CapitaLand Retail China Trust,AU8U.SI,-1.786796,2019-02-11
CapitaLand Mall Trust,C38U.SI,-1.503416,2019-02-11
Jardine Cycle & Carriage,C07.SI,-17.034937,2019-02-18
StarHub,CC3.SI,-15.448826,2019-02-18
Best World International,CGN.SI,-7.049441,2019-02-18
SIA Engineering,S59.SI,-6.406137,2019-02-18
Genting Singapore,G13.SI,-6.08132,2019-02-18
Yangzijiang Shipbuilding,BS6.SI,-6.056762,2019-02-18
Far East Hospitality Trust,Q5T.SI,-6.008183,2019-02-18
Valuetronics Holdings,BN2.SI,-5.6504965,2019-02-18
NetLink NBN Trust,CJLU.SI,-5.5366155,2019-02-18
ComfortDelGro,C52.SI,-4.257652,2019-02-18
OCBC,O39.SI,-88.79184,2019-02-25
UOB,U11.SI,-64.584614,2019-02-25
DBS,D05.SI,-39.076423,2019-02-25
StarHub,CC3.SI,-22.355155,2019-02-25
Genting Singapore,G13.SI,-12.631053,2019-02-25
City Developments,C09.SI,-10.662237,2019-02-25
Venture Corporation,V03.SI,-8.233175,2019-02-25
Mapletree Commercial Trust,N2IU.SI,-3.612642,2019-02-25
OCBC,O39.SI,-71.325006,2019-03-04
UOB,U11.SI,-64.004127,2019-03-04
Genting Singapore,G13.SI,-42.206612,2019-03-04
Best World International,CGN.SI,-32.793218,2019-03-04
City Developments,C09.SI,-18.554515,2019-03-04
Singtel,Z74.SI,-14.350373,2019-03-04
Keppel Corporation,BN4.SI,-13.586193,2019-03-04
UnUsUaL,1D1.SI,-12.06789946,2019-03-04
Jardine Matheson,J36.SI,-9.8260207181,2019-03-04
StarHub,CC3.SI,-9.435587,2019-03-04
Singtel,Z74.SI,-31.109926,2019-03-11
UOB,U11.SI,-22.454965,2019-03-11
OCBC,O39.SI,-15.912965,2019-03-11
Genting Singapore,G13.SI,-13.98718,2019-03-11
Jardine Matheson,J36.SI,-12.7025976666,2019-03-11
UOL Group,U14.SI,-11.715355,2019-03-11
CapitaLand Mall Trust,C38U.SI,-9.597485,2019-03-11
StarHub,CC3.SI,-7.143931,2019-03-11
China Sunsine Chemical,QES.SI,-4.796634,2019-03-11
First REIT,AW9U.SI,-4.5724995,2019-03-11
OCBC,O39.SI,-75.266638,2019-03-18
SGX,S68.SI,-29.5475,2019-03-18
Venture Corporation,V03.SI,-23.620628,2019-03-18
UOB,U11.SI,-19.736201,2019-03-18
CapitaLand Mall Trust,C38U.SI,-19.05303,2019-03-18
DBS,D05.SI,-18.330083,2019-03-18
StarHub,CC3.SI,-13.523055,2019-03-18
Keppel Corporation,BN4.SI,-11.939375,2019-03-18
Dairy Farm International,D01.SI,-11.864511190100002,2019-03-18
Sembcorp Industries,U96.SI,-9.289469,2019-03-18
Singtel,Z74.SI,-34.960608,2019-03-25
UOB,U11.SI,-26.852068,2019-03-25
Jardine Cycle & Carriage,C07.SI,-11.050101,2019-03-25
SGX,S68.SI,-7.612083,2019-03-25
ST Engineering,S63.SI,-6.602508,2019-03-25
Hongkong Land,H78.SI,-4.9087693269,2019-03-25
Wilmar International,F34.SI,-4.58366,2019-03-25
Jardine Matheson,J36.SI,-4.451694914700001,2019-03-25
OCBC,O39.SI,-46.771589,2019-04-01
GSH Corporation,BDX.SI,-18.1182285,2019-04-01
Keppel Infrastructure Trust,A7RU.SI,-12.150879,2019-04-01
Best World International,CGN.SI,-10.001389,2019-04-01
DBS,D05.SI,-9.201786,2019-04-01
SIA,C6L.SI,-8.076271,2019-04-01
CapitaLand Mall Trust,C38U.SI,-7.896046,2019-04-01
ST Engineering,S63.SI,-6.820023,2019-04-01
Hongkong Land,H78.SI,-6.710380424099999,2019-04-01
City Developments,C09.SI,-6.43236,2019-04-01
Genting Singapore,G13.SI,-61.4176155,2019-04-08
UOB,U11.SI,-48.550196,2019-04-08
Ascendas REIT,A17U.SI,-27.84823,2019-04-08
Singtel,Z74.SI,-18.880993,2019-04-08
Suntec REIT,T82U.SI,-14.087463,2019-04-08
ComfortDelGro,C52.SI,-12.016906,2019-04-08
CapitaLand Mall Trust,C38U.SI,-10.570601,2019-04-08
Best World International,CGN.SI,-8.90096,2019-04-08
SGX,S68.SI,-8.449229,2019-04-08
DBS,D05.SI,-51.661693,2019-04-15
Genting Singapore,G13.SI,-28.869618,2019-04-15
UOB,U11.SI,-28.844636,2019-04-15
OCBC,O39.SI,-17.781128,2019-04-15
SGX,S68.SI,-17.512528,2019-04-15
First REIT,AW9U.SI,-14.208995,2019-04-15
Suntec REIT,T82U.SI,-11.444075,2019-04-15
Best World International,CGN.SI,-10.271271,2019-04-15
OCBC,O39.SI,-29.015446,2019-04-22
SGX,S68.SI,-28.873657,2019-04-22
UOB,U11.SI,-28.345857,2019-04-22
Genting Singapore,G13.SI,-18.7318535,2019-04-22
CapitaLand Mall Trust,C38U.SI,-17.986832,2019-04-22
Singtel,Z74.SI,-14.783452,2019-04-22
DBS,D05.SI,-14.2180714,2019-04-22
City Developments,C09.SI,-8.690774,2019-04-22
DBS,D05.SI,-59.0905675,2019-04-29
Venture Corporation,V03.SI,-40.906111,2019-04-29
SGX,S68.SI,-20.951924,2019-04-29
Suntec REIT,T82U.SI,-19.356951,2019-04-29
Genting Singapore,G13.SI,-15.492298,2019-04-29
SIA,C6L.SI,-12.477819,2019-04-29
Keppel REIT,K71U.SI,-7.456429,2019-04-29
City Developments,C09.SI,-6.865419,2019-04-29
Singtel,Z74.SI,-5.8212728,2019-04-29
Ascendas REIT,A17U.SI,-5.239055,2019-04-29
Venture Corporation,V03.SI,-31.0491614,2019-05-06
Yangzijiang Shipbuilding,BS6.SI,-16.07424,2019-05-06
UOB,U11.SI,-13.7054104,2019-05-06
Jardine Cycle & Carriage,C07.SI,-9.358335,2019-05-06
NetLink NBN Trust,CJLU.SI,-4.050202,2019-05-06
AEM Holdings,AWX.SI,-3.899593,2019-05-06
Suntec REIT,T82U.SI,-3.705862,2019-05-06
Sheng Siong Group,OV8.SI,-3.181178,2019-05-06
UOL Group,U14.SI,-3.173571,2019-05-06
Ascendas REIT,A17U.SI,-3.1366146,2019-05-06
DBS,D05.SI,-56.444643,2019-05-13
Venture Corporation,V03.SI,-30.575218,2019-05-13
UOB ,U11.SI,-22.901115,2019-05-13
Sembcorp Marine,S51.SI,-17.594163,2019-05-13
OCBC,O39.SI,-15.607553,2019-05-13
ComfortDelGro,C52.SI,-8.424105,2019-05-13
AEM Holdings,AWX.SI,-7.1768205,2019-05-13
Suntec REIT,T82U.SI,-6.841649,2019-05-13
Genting Singapore,G13.SI,-22.685032,2019-05-20
Jardine Matheson,J36.SI,-16.3762359334,2019-05-20
OCBC,O39.SI,-11.275103,2019-05-20
UOB,U11.SI,-10.551463,2019-05-20
City Developments,C09.SI,-8.884656,2019-05-20
Keppel Corporation,BN4.SI,-8.80516,2019-05-20
SIA,C6L.SI,-8.209614,2019-05-20
SATS,S58.SI,-6.214057,2019-05-20
ST Engineering,S63.SI,-5.151894,2019-05-20
City Developments,C09.SI,-11.690572,2019-05-27
SIA,C6L.SI,-10.12359,2019-05-27
DBS,D05.SI,-8.941944,2019-05-27
Sembcorp Marine,S51.SI,-8.906567,2019-05-27
Wilmar International,F34.SI,-6.025585,2019-05-27
Keppel Corporation,BN4.SI,-4.192004,2019-05-27
Venture Corporation,V03.SI,-4.186094,2019-05-27
Mapletree Commercial Trust,N2IU.SI,-3.03332,2019-05-27
Yanlord Land,Z25.SI,-2.462579,2019-05-27
Jardine Matheson,J36.SI,-2.296135471100001,2019-05-27
UOB,U11.SI,-76.840673,2019-06-03
OCBC,O39.SI,-37.869972,2019-06-03
DBS,D05.SI,-20.851188,2019-06-03
Hongkong Land,H78.SI,-17.4514363173,2019-06-03
UOL Group,U14.SI,-11.88163,2019-06-03
Ascendas REIT,A17U.SI,-9.518836,2019-06-03
SIA,C6L.SI,-8.417585,2019-06-03
Suntec REIT,T82U.SI,-5.788213,2019-06-03
StarHub,CC3.SI,-5.30055,2019-06-03
Sembcorp Marine,S51.SI,-4.303871,2019-06-03
Genting Singapore,G13.SI,-14.3406465,2019-06-10
Sembcorp Industries,U96.SI,-10.411362,2019-06-10
Keppel Corporation,BN4.SI,-5.751292,2019-06-10
OCBC,O39.SI,-4.84358379,2019-06-10
SATS,S58.SI,-4.332868,2019-06-10
SIA,C6L.SI,-3.363557,2019-06-10
NetLink NBN Trust,CJLU.SI,-3.039256,2019-06-10
Ascendas REIT,A17U.SI,-2.991015,2019-06-10
StarHub,CC3.SI,-1.443335,2019-06-10
Raffles Medical Group,BSL.SI,-1.436772,2019-06-10
Sembcorp Industries,U96.SI,-21.026707,2019-06-17
Genting Singapore,G13.SI,-12.3099865,2019-06-17
SIA,C6L.SI,-11.742292,2019-06-17
Hongkong Land,H78.SI,-9.7948106758,2019-06-17
OCBC,O39.SI,-8.371916,2019-06-17
DBS,D05.SI,-5.493485,2019-06-17
Jardine Matheson,J36.SI,-4.9180861049,2019-06-17
Mapletree Commercial Trust,N2IU.SI,-3.595193,2019-06-17
CapitaLand Retail China Trust,AU8U.SI,-2.707052,2019-06-17
DBS,D05.SI,-76.685086,2019-06-24
CapitaLand Mall Trust,C38U.SI,-26.159167,2019-06-24
Ascendas REIT,A17U.SI,-16.58060814,2019-06-24
City Developments,C09.SI,-11.308454,2019-06-24
Sembcorp Industries,U96.SI,-10.448756,2019-06-24
Jardine Cycle & Carriage,C07.SI,-9.149191,2019-06-24
OCBC,O39.SI,-6.822149,2019-06-24
ESR-REIT,J91U.SI,-5.896066,2019-06-24
ST Engineering,S63.SI,-5.7201916,2019-06-24
DBS,D05.SI,-50.596615,2019-07-01
UOB,U11.SI,-42.517382,2019-07-01
Venture Corporation,V03.SI,-17.890605,2019-07-01
SIA,C6L.SI,-14.542597,2019-07-01
OCBC,O39.SI,-13.2537485,2019-07-01
Hongkong Land,H78.SI,-9.897930360900002,2019-07-01
Genting Singapore,G13.SI,-8.750277,2019-07-01
ST Engineering,S63.SI,-8.0239915,2019-07-01
Jardine Matheson,J36.SI,-6.605317440100001,2019-07-01
Mapletree Logistics Trust,M44U.SI,-5.484839,2019-07-01
DBS,D05.SI,-137.763023,2019-07-08
OCBC,O39.SI,-52.4359335,2019-07-08
UOB,U11.SI,-29.925705,2019-07-08
Venture Corporation,V03.SI,-18.037007,2019-07-08
Yangzijiang Shipbuilding,BS6.SI,-16.101096,2019-07-08
Sembcorp Marine,S51.SI,-15.806658,2019-07-08
Keppel Corporation,BN4.SI,-12.876307,2019-07-08
Singtel,Z74.SI,-9.302642,2019-07-08
Genting Singapore,G13.SI,-8.692012,2019-07-08
DBS,D05.SI,-100.775043,2019-07-15
Venture Corporation,V03.SI,-55.351489,2019-07-15
Ascendas REIT,A17U.SI,-39.154093,2019-07-15
OCBC,O39.SI,-38.366158,2019-07-15
UOB,U11.SI,-24.866451,2019-07-15
Keppel Corporation,BN4.SI,-24.09158761,2019-07-15
CapitaLand Mall Trust,C38U.SI,-20.92346,2019-07-15
Suntec REIT,T82U.SI,-20.157896,2019-07-15
Singtel,Z74.SI,-19.562975,2019-07-15
Ascendas REIT,A17U.SI,-30.988765,2019-07-22
SATS,S58.SI,-26.94076,2019-07-22
Singtel,Z74.SI,-23.772415,2019-07-22
Keppel Corporation,BN4.SI,-22.33995248,2019-07-22
UOB,U11.SI,-17.25262,2019-07-22
Suntec REIT,T82U.SI,-13.292746,2019-07-22
OCBC,O39.SI,-12.812675,2019-07-22
Singtel,Z74.SI,-25.916276,2019-07-29
SATS,S58.SI,-19.634721,2019-07-29
UOB,U11.SI,-16.787515,2019-07-29
Yangzijiang Shipbuilding,BS6.SI,-12.247501,2019-07-29
Mapletree Industrial Trust,ME8U.SI,-11.736041,2019-07-29
Hongkong Land,H78.SI,-10.8157926406,2019-07-29
Keppel REIT,K71U.SI,-10.016789,2019-07-29
CapitaLand Mall Trust,C38U.SI,-7.783749,2019-07-29
Mapletree Logistics Trust,M44U.SI,-7.657288,2019-07-29
UOB,U11.SI,-32.179172,2019-08-05
Keppel Corporation,BN4.SI,-29.246107,2019-08-05
OCBC,O39.SI,-25.595794,2019-08-05
Hongkong Land,H78.SI,-16.2619842641,2019-08-05
Mapletree Logistics Trust,M44U.SI,-13.010781,2019-08-05
Sembcorp Marine,S51.SI,-11.174804,2019-08-05
Suntec REIT,T82U.SI,-10.87387666,2019-08-05
Jardine Cycle & Carriage,C07.SI,-8.940445,2019-08-05
Jardine Matheson,J36.SI,-6.4765540608,2019-08-05
DBS,D05.SI,-111.84526902,2019-08-12
Yangzijiang Shipbuilding,BS6.SI,-38.2962065,2019-08-12
Hongkong Land,H78.SI,-28.3480661453,2019-08-12
Keppel Corporation,BN4.SI,-26.830471,2019-08-12
Mapletree Logistics Trust,M44U.SI,-15.274755,2019-08-12
OCBC,O39.SI,-14.537361,2019-08-12
Genting Singapore,G13.SI,-12.3750275,2019-08-12
Keppel REIT,K71U.SI,-9.08886163,2019-08-12
Jardine Cycle & Carriage,C07.SI,-8.751705,2019-08-12
Venture Corporation,V03.SI,-8.339441,2019-08-12
OCBC,O39.SI,-70.33664,2019-08-19
UOB,U11.SI,-24.518142,2019-08-19
Yangzijiang Shipbuilding,BS6.SI,-20.3456305,2019-08-19
Keppel Corporation,BN4.SI,-20.2352855,2019-08-19
ComfortDelGro,C52.SI,-17.644922,2019-08-19
SIA,C6L.SI,-10.218515,2019-08-19
DBS,D05.SI,-9.65108,2019-08-19
Wilmar International ,F34.SI,-9.404742,2019-08-19
ST Engineering,S63.SI,-7.348018,2019-08-19
DBS,D05.SI,-73.465022,2019-08-26
UOB,U11.SI,-30.596629,2019-08-26
Keppel Corporation,BN4.SI,-24.257846,2019-08-26
Yangzijiang Shipbuilding,BS6.SI,-24.230644,2019-08-26
OCBC,O39.SI,-20.783608,2019-08-26
SIA,C6L.SI,-13.901293,2019-08-26
Sembcorp Industries,U96.SI,-6.269867,2019-08-26
Genting Singapore,G13.SI,-5.8843825,2019-08-26
ST Engineering,S63.SI,-5.502904,2019-08-26
UOL Group,U14.SI,-4.488991,2019-08-26
BHG Retail REIT,BMGU.SI,-20.288099,2019-09-02
Thai Beverage,Y92.SI,-18.0441095,2019-09-02
Hongkong Land,H78.SI,-13.313680054,2019-09-02
Keppel Corporation,BN4.SI,-9.503354,2019-09-02
Sembcorp Industries,U96.SI,-9.321028,2019-09-02
Sembcorp Marine,S51.SI,-9.208201,2019-09-02
OCBC,O39.SI,-7.672757000000001,2019-09-02
Yangzijiang Shipbuilding,BS6.SI,-6.512659,2019-09-02
Yanlord Land,Z25.SI,-5.952443,2019-09-02
First REIT,AW9U.SI,-5.900047,2019-09-02
Thai Beverage,Y92.SI,-8.679591,2019-09-09
Mapletree Commercial Trust,N2IU.SI,-8.523465,2019-09-09
Keppel REIT,K71U.SI,-5.156534,2019-09-09
Wilmar International,F34.SI,-4.890076,2019-09-09
Keppel DC REIT,AJBU.SI,-4.521065,2019-09-09
Frasers Centrepoint Trust,J69U.SI,-3.937331,2019-09-09
City Developments,C09.SI,-3.633779,2019-09-09
ST Engineering,S63.SI,-3.381163879999999,2019-09-09
Dairy Farm International,D01.SI,-2.9762033668,2019-09-09
Eagle Hospitality Trust,LIW.SI,-2.5798155628499995,2019-09-09
OCBC,O39.SI,-24.612861,2019-09-16
CapitaLand Mall Trust,C38U.SI,-17.355495,2019-09-16
Mapletree Commercial Trust,N2IU.SI,-17.051849,2019-09-16
ComfortDelgro,C52.SI,-16.27535,2019-09-16
Keppel DC REIT,AJBU.SI,-16.241563,2019-09-16
Frasers Centrepoint Trust,J69U.SI,-14.560929,2019-09-16
Singtel,Z74.SI,-10.000286,2019-09-16
ST Engineering,S63.SI,-8.23768,2019-09-16
Netlink NBN Trust,CJLU.SI,-6.126294,2019-09-16
Yangzijiang Shipbuilding,BS6.SI,-22.031695,2019-09-23
Ascendas REIT,A17U.SI,-17.61001,2019-09-23
Bukit Sembawang Estates,B61.SI,-13.709862,2019-09-23
Eagle Hospitality Trust,LIW.SI,-11.891018633549995,2019-09-23
Wilmar International,F34.SI,-11.720316,2019-09-23
SGX,S68.SI,-10.637967,2019-09-23
Hongkong Land,H78.SI,-9.578358668400003,2019-09-23
Singtel,Z74.SI,-8.474798,2019-09-23
Yangzijiang Shipbuilding,BS6.SI,-11.354715,2019-09-30
Venture Corporation,V03.SI,-11.136079,2019-09-30
Keppel Corporation,BN4.SI,-6.98947,2019-09-30
Singtel,Z74.SI,-6.985987,2019-09-30
ComfortDelGro,C52.SI,-6.89632,2019-09-30
Hotel Properties,H15.SI,-6.35541,2019-09-30
Golden Agri-Resources,E5H.SI,-6.191361,2019-09-30
Frasers Centrepoint Trust,J69U.SI,-6.043655,2019-09-30
Yangzijiang Shipbuilding,BS6.SI,-27.4572245,2019-10-07
OCBC,O39.SI,-22.838207,2019-10-07
Keppel Corporation,BN4.SI,-20.779551,2019-10-07
DBS,D05.SI,-14.789118,2019-10-07
CapitaLand Mall Trust,C38U.SI,-14.727241,2019-10-07
Ascendas REIT,A17U.SI,-11.635614,2019-10-07
Sembcorp Industries,U96.SI,-11.075577,2019-10-07
Mapletree Commercial Trust,N2IU.SI,-9.746977,2019-10-07
Hongkong Land,H78.SI,-9.489070824,2019-10-07
OCBC,O39.SI,-14.962073,2019-10-14
Mapletree Commercial Trust,N2IU.SI,-12.73840007,2019-10-14
Hongkong Land,H78.SI,-12.417603318268004,2019-10-14
Lendlease REIT,JYEU.SI,-9.5257105,2019-10-14
Jardine Matheson,J36.SI,-5.477664557000006,2019-10-14
Thai Beverage,Y92.SI,-4.1471175,2019-10-14
Sembcorp Marine,S51.SI,-3.695444,2019-10-14
Ascendas REIT,A17U.SI,-3.281349,2019-10-14
SIA,C6L.SI,-3.173217,2019-10-14
DBS,D05.SI,-40.546562,2019-10-21
AIMS APAC REIT,O5RU.SI,-27.341005,2019-10-21
Keppel Corporation,BN4.SI,-22.78318672,2019-10-21
Ascendas REIT,A17U.SI,-19.33510966,2019-10-21
Yangzijiang Shipbuilding,BS6.SI,-16.7522405,2019-10-21
Mapletree Commercial Trust,N2IU.SI,-14.793603,2019-10-21
Hongkong Land,H78.SI,-11.8387733432,2019-10-21
CapitaLand Mall Trust,C38U.SI,-11.376791,2019-10-21
Keppel REIT,K71U.SI,-8.915325,2019-10-21
OCBC,O39.SI,-45.665058,2019-10-28
CapitaLand Mall Trust,C38U.SI,-21.669688,2019-10-28
Venture Corporation,V03.SI,-18.550341,2019-10-28
Hongkong Land,H78.SI,-10.250994079700002,2019-10-28
AIMS APAC REIT,O5RU.SI,-9.117675,2019-10-28
Eagle Hospitality Trust,LIW.SI,-8.235955909100001,2019-10-28
ComfortDelGro,C52.SI,-6.512898,2019-10-28
Yangzijiang Shipbuilding,BS6.SI,-6.3888455,2019-10-28
Mapletree Industrial Trust,ME8U.SI,-6.22647811,2019-10-28
Singtel,Z74.SI,-37.390412,2019-11-04
CapitaLand Mall Trust,C38U.SI,-24.94247,2019-11-04
Comfortdelgro,C52.SI,-24.61620136,2019-11-04
Ascendas REIT,A17U.SI,-20.419422,2019-11-04
Keppel Corporation,BN4.SI,-18.262581,2019-11-04
Suntec REIT,T82U.SI,-17.372803,2019-11-04
Mapletree Commercial Trust,N2IU.SI,-17.199527,2019-11-04
ST Engineering,S63.SI,-15.251127,2019-11-04
Ascendas REIT,A17U.SI,-71.57120768,2019-11-11
Mapletree Commercial Trust,N2IU.SI,-19.62450882,2019-11-11
CapitaLand Mall Trust,C38U.SI,-18.260851,2019-11-11
Singtel,Z74.SI,-18.198316,2019-11-11
Yangzijiang Shipbuilding,BS6.SI,-16.6024785,2019-11-11
SIA,C6L.SI,-15.48472948,2019-11-11
UOB,U11.SI,-15.190905,2019-11-11
Eagle Hospitality Trust,LIW.SI,-12.886958288099995,2019-11-11
Mapletree Logistics Trust,M44U.SI,-12.873866,2019-11-11
Singtel,Z74.SI,-34.849114,2019-11-18
Ascendas REIT,A17U.SI,-22.838968,2019-11-18
SGX,S68.SI,-17.56028,2019-11-18
UOB,U11.SI,-16.088247,2019-11-18
City Developments,C09.SI,-14.720877,2019-11-18
Mapletree Commercial Trust,N2IU.SI,-11.19743,2019-11-18
UOB,U11.SI,-20.036051,2019-11-25
Hongkong Land,H78.SI,-8.578346927500002,2019-11-25
Golden Agri-Resources,E5H.SI,-8.4307545,2019-11-25
Sembcorp Industries,U96.SI,-8.221023,2019-11-25
SPH REIT,SK6U.SI,-6.479433,2019-11-25
DBS,D05.SI,-6.393923,2019-11-25
Singapore Post,S08.SI,-5.2056235,2019-11-25
Golden Agri-Resources,E5H.SI,-54.393144,2019-12-02
CapitaLand Mall Trust,C38U.SI,-36.151797,2019-12-02
UOB,U11.SI,-19.546891,2019-12-02
DBS,D05.SI,-16.46054068,2019-12-02
Thai Beverage,Y92.SI,-10.148207,2019-12-02
City Developments,C09.SI,-9.238659,2019-12-02
SPH REIT,SK6U.SI,-8.776441,2019-12-02
OCBC,O39.SI,-32.574111,2019-12-09
DBS,D05.SI,-28.403327,2019-12-09
Eagle Hospitality Trust,LIW.SI,-14.914670060449994,2019-12-09
Frasers Logistics & Industrial Trust,BUOU.SI,-9.414133,2019-12-09
UOB,U11.SI,-8.263689,2019-12-09
Jardine Cycle & Carriage,C07.SI,-7.589191,2019-12-09
Thai Beverage,Y92.SI,-4.7233355,2019-12-09
AEM Holdings,AWX.SI,-3.879011,2019-12-09
ST Engineering,S63.SI,-30.415388,2019-12-16
Ascendas REIT,A17U.SI,-30.216639,2019-12-16
CapitaLand Mall Trust,C38U.SI,-29.070771,2019-12-16
Mapletree Commercial Trust,N2IU.SI,-25.933672,2019-12-16
Singtel,Z74.SI,-23.960062,2019-12-16
Jardine Matheson,J36.SI,-10.853365393300002,2019-12-16
Mapletree Industrial Trust,ME8U.SI,-10.367932,2019-12-16
Keppel DC REIT,AJBU.SI,-8.902768,2019-12-16
ST Engineering,S63.SI,-31.992254,2019-12-23
Yangzijiang Shipbuilding,BS6.SI,-25.620344,2019-12-23
ComfortDelGro,C52.SI,-15.1507,2019-12-23
Golden Agri-Resources,E5H.SI,-14.937646,2019-12-23
CapitaLand Mall Trust,C38U.SI,-13.83903,2019-12-23
Wilmar International,F34.SI,-12.7197913,2019-12-23
Thai Beverage,Y92.SI,-10.6570875,2019-12-23
SIA,C6L.SI,-9.770002,2019-12-23
Suntec REIT,T82U.SI,-8.913146,2019-12-23
SGX,S68.SI,-10.204726,2019-12-30
Lendlease Global Commercial REIT,JYEU.SI,-3.4279115,2019-12-30
Ascott Residence Trust,HMN.SI,-2.209669,2019-12-30
Eagle Hospitality Trust,LIW.SI,-1.9677956935999987,2019-12-30
Keppel Corporation,BN4.SI,-1.929024,2019-12-30
First REIT,AW9U.SI,-1.900489,2019-12-30
Genting Singapore,G13.SI,-1.684477,2019-12-30
UOB,U11.SI,-1.554194,2019-12-30
CDL Hospitality Trusts,J85.SI,-1.244759,2019-12-30
ST Engineering,S63.SI,-1.243612,2019-12-30
SGX,S68.SI,-41.312432,2020-01-06
Raffles Medical Group,BSL.SI,-5.295917,2020-01-06
EC World REIT,BWCU.SI,-3.85474,2020-01-06
ST Engineering,S63.SI,-3.109335,2020-01-06
CapitaLand Mall Trust,C38U.SI,-2.326665,2020-01-06
NetLink NBN Trust,CJLU.SI,-2.080597,2020-01-06
Dairy Farm International,D01.SI,-2.009070825,2020-01-06
First REIT,AW9U.SI,-1.972862,2020-01-06
Lendlease Global Commercial REIT,JYEU.SI,-1.940085,2020-01-06
DBS,D05.SI,-88.653396,2020-01-13
Singtel,Z74.SI,-37.175324,2020-01-13
ComfortDelGro,C52.SI,-34.798044,2020-01-13
Singapore Airlines,C6L.SI,-9.990392,2020-01-13
UOL Group,U14.SI,-7.290415,2020-01-13
Genting Singapore,G13.SI,-5.8944325,2020-01-13
Frasers Logistics & Industrial Trust,BUOU.SI,-5.184583,2020-01-13
Thai Beverage,Y92.SI,-4.3423135,2020-01-13
AusGroup,5GJ.SI,-3.8040314,2020-01-13
Suntec REIT,T82U.SI,-3.730249,2020-01-13
Singtel,Z74.SI,-57.7474527,2020-01-20
ComfortDelgro Corporation,C52.SI,-29.929062,2020-01-20
UOB,U11.SI,-24.17777700000001,2020-01-20
Thai Beverage,Y92.SI,-21.8394205,2020-01-20
Mapletree Commercial Trust,N2IU.SI,-8.036761,2020-01-20
SGX,S68.SI,-7.824851,2020-01-20
AEM Holdings,AWX.SI,-7.823,2020-01-20
Yangzijiang Shipbuilding,BS6.SI,-7.559161,2020-01-20
Genting Singapore,G13.SI,-7.0475140000000005,2020-01-20
Thai Beverage,Y92.SI,-36.7180385,2020-01-27
Yangzijiang Shipbuilding,BS6.SI,-18.093963,2020-01-27
UOB,U11.SI,-16.863287000000003,2020-01-27
SATS,S58.SI,-14.551824,2020-01-27
City Developments,C09.SI,-11.878376,2020-01-27
Keppel Corporation,BN4.SI,-7.424946,2020-01-27
SIA,C6L.SI,-5.724419,2020-01-27
