stock,stock code,net amount (S$M),published date
Thai Beverage,Y92.SI,-9.9289005,2021-06-21
Lian Beng Group,L03.SI,-6.411661,2021-06-21
ST Engineering,S63.SI,-6.270584,2021-06-21
AEM Holdings,AWX.SI,-5.29566,2021-06-21
Mapletree Logistics Trust,M44U.SI,-3.46636,2021-06-21
CapitaLand China Trust,AU8U.SI,-3.287846,2021-06-21
iFAST Corporation,AIY.SI,-3.066319,2021-06-21
Genting Singapore,G13.SI,-2.9097935,2021-06-21
Keppel Corporation,BN4.SI,-23.698679,2021-06-28
AEM Holdings,AWX.SI,-8.906037,2021-06-28
SGX,S68.SI,-6.303479,2021-06-28
ST Engineering,S63.SI,-6.284071,2021-06-28
Golden-Agri Resources,E5H.SI,-4.0551225,2021-06-28
Q & M Dental Group,QC7.SI,-3.817491,2021-06-28
Ascendas REIT,A17U.SI,-3.194271,2021-06-28
Sarine Technologies,U77.SI,-3.12482,2021-06-28
Manulife US REIT,BTOU.SI,-2.9444796498499994,2021-06-28
Mapletree Logistics Trust,M44U.SI,-2.774951,2021-06-28
DBS,D05.SI,-50.907436,2021-07-05
Venture Corporation,V03.SI,-19.515151,2021-07-05
Keppel Corporation,BN4.SI,-13.330084,2021-07-05
AEM Holdings,AWX.SI,-13.114725,2021-07-05
UMS Holdings,558.SI,-9.65009,2021-07-05
Nanofilm Technologies International,MZH.SI,-6.836185,2021-07-05
Frasers Logistics & Commercial Trust,BUOU.SI,-6.759923,2021-07-05
ISDN Holdings,I07.SI,-6.6471175,2021-07-05
ESR-REIT,J91U.SI,-6.562943,2021-07-05
Semcorp Industries,U96.SI,-6.138789,2021-07-05
AEM Holdings,AWX.SI,-23.085861,2021-07-12
ST Engineering,S63.SI,-11.576089,2021-07-12
Ascendas REIT,A17U.SI,-10.981616,2021-07-12
Frasers Logistics & Commercial Trust,BUOU.SI,-9.265454,2021-07-12
Keppel DC REIT,AJBU.SI,-7.468777,2021-07-12
Suntec REIT,T82U.SI,-7.008646,2021-07-12
Nanofilm Technologies International,MZH.SI,-6.766536,2021-07-12
Jardine Matheson,J36.SI,-4.984986665500002,2021-07-12
Ascott Residence Trust,HMN.SI,-4.911126,2021-07-12
OCBC,O39.SI,-45.802491,2021-07-19
DBS,D05.SI,-39.255814,2021-07-19
UOB,U11.SI,-35.865848,2021-07-19
AEM Holdings,AWX.SI,-17.405182,2021-07-19
Ascendas REIT,A17U.SI,-15.765084,2021-07-19
ST Engineering,S63.SI,-9.929989,2021-07-19
iFAST Corporation,AIY.SI,-9.195108,2021-07-19
Rex International,5WH.SI,-7.1003927,2021-07-19
Frasers Logistics & Commercial Trust,BUOU.SI,-6.535766,2021-07-19
SGX,S68.SI,-14.818651,2021-07-26
AEM Holdings,AWX.SI,-9.590348,2021-07-26
Ascendas REIT,A17U.SI,-6.867046,2021-07-26
Frencken Group,E28.SI,-5.692651,2021-07-26
OCBC,O39.SI,-5.561547,2021-07-26
Venture Corporation,V03.SI,-5.532176,2021-07-26
Keppel Corporation,BN4.SI,-4.505127,2021-07-26
ST Engineering,S63.SI,-4.139501,2021-07-26
OCBC,O39.SI,-57.684206,2021-08-02
DBS,D05.SI,-47.077428,2021-08-02
SIA,C6L.SI,-40.181096,2021-08-02
Raffles Medical Group,BSL.SI,-23.25333,2021-08-02
UOB,U11.SI,-21.952875,2021-08-02
Ascendas REIT,A17U.SI,-11.441179,2021-08-02
Keppel Corporation,BN4.SI,-10.750764,2021-08-02
ST Engineering,S63.SI,-9.941492,2021-08-02
Mapletree Industrial Trust,ME8U.SI,-8.556524,2021-08-02
DBS,D05.SI,-50.679292,2021-08-09
Yangzijiang Shipbuilding,BS6.SI,-35.429412,2021-08-09
Venture Corporation,V03.SI,-14.409234,2021-08-09
AEM Holdings,AWX.SI,-13.100874,2021-08-09
Ascendas REIT,A17U.SI,-9.492544,2021-08-09
CapitaLand Integrated Commercial Trust,C38U.SI,-9.391521,2021-08-09
Frencken Group,E28.SI,-9.052278,2021-08-09
Singtel,Z74.SI,-7.5442464,2021-08-09
Singtel,Z74.SI,-52.8542308,2021-08-16
UOB,U11.SI,-15.994987,2021-08-16
DBS,D05.SI,-15.693573,2021-08-16
Yangzijiang Shipbuilding,BS6.SI,-12.214282,2021-08-16
ST Engineering,S63.SI,-11.907115,2021-08-16
Venture Corporation,V03.SI,-10.690196,2021-08-16
Golden Agri-Resources,E5H.SI,-5.709469,2021-08-16
ESR-REIT,J91U.SI,-4.9050685000000005,2021-08-16
iFAST Corporation,AIY.SI,-4.68058,2021-08-16
Singtel,Z74.SI,-26.4428544,2021-08-23
SATS,S58.SI,-12.363508,2021-08-23
Thai Beverage,Y92.SI,-7.3601505,2021-08-23
ESR-REIT,J91U.SI,-6.457642,2021-08-23
Yangzijiang Shipbuilding,BS6.SI,-4.509753000000001,2021-08-23
Ascendas REIT,A17U.SI,-4.149293,2021-08-23
Olam International,VC2.SI,-4.115253,2021-08-23
Raffles Medical Group,BSL.SI,-3.528592,2021-08-23
Yangzijiang Shipbuilding,BS6.SI,-76.761209,2021-08-30
SIA,C6L.SI,-16.582538,2021-08-30
Nanofilm Technologies International,MZH.SI,-10.528789,2021-08-30
ComfortDelGro,C52.SI,-4.490645,2021-08-30
Sembcorp Marine,S51.SI,-3.382538900000009,2021-08-30
Top Glove Corporation,BVA.SI,-3.052453,2021-08-30
Thai Beverage,Y92.SI,-2.3561955,2021-08-30
Singtel,Z74.SI,-2.3373912000000003,2021-08-30
Ascott Residence Trust,HMN.SI,-5.707909,2021-09-06
AEM Holdings,AWX.SI,-5.243615,2021-09-06
iFAST Corporation,AIY.SI,-5.173033,2021-09-06
Mapletree Logistics Trust,M44U.SI,-5.12022,2021-09-06
Sembcorp Marine,S51.SI,-4.603277199999998,2021-09-06
Raffles Medical Group,BSL.SI,-3.697624,2021-09-06
Far East Hospitality Trust,Q5T.SI,-3.5760205000000003,2021-09-06
SPH REIT,SK6U.SI,-3.150838,2021-09-06
Singtel,Z74.SI,-37.5953396,2021-09-13
DBS,D05.SI,-22.442763,2021-09-13
OCBC,O39.SI,-15.321285,2021-09-13
iFAST Corporation,AIY.SI,-13.440205,2021-09-13
Hongkong Land,H78.SI,-11.201629772900002,2021-09-13
AEM Holdings,AWX.SI,-6.721073,2021-09-13
Jardine Cycle & Carriage,C07.SI,-5.720706,2021-09-13
Cromwell European REIT,CWBU.SI,-3.655525576399999,2021-09-13
Singtel,Z74.SI,-46.3655076,2021-09-20
City Developments,C09.SI,-39.691149,2021-09-20
AEM Holdings,AWX.SI,-21.984636,2021-09-20
iFAST Corporation,AIY.SI,-13.971797,2021-09-20
Keppel Corporation,BN4.SI,-7.946283,2021-09-20
Ascendas REIT,A17U.SI,-7.073206,2021-09-20
NetLink NBN Trust,CJLU.SI,-5.0567255,2021-09-20
UOB,U11.SI,-5.035257,2021-09-20
Singtel,Z74.SI,-97.6977323,2021-09-27
SIA,C6L.SI,-29.286133,2021-09-27
CapitaLand Integrated Commercial Trust,C38U.SI,-18.646516,2021-09-27
SATS,S58.SI,-10.58169,2021-09-27
ST Engineering,S63.SI,-9.198926,2021-09-27
Sembcorp Marine,S51.SI,-6.452335400000004,2021-09-27
Olam International,VC2.SI,-5.632037,2021-09-27
Ascendas REIT,A17U.SI,-4.690148,2021-09-27
Mapletree Commercial Trust,N2IU.SI,-4.170641,2021-09-27
DBS,D05.SI,-84.662331,2021-10-04
SIA,C6L.SI,-21.416894,2021-10-04
UOB,U11.SI,-19.008713,2021-10-04
SATS,S58.SI,-10.666605,2021-10-04
Singtel,Z74.SI,-7.8557972,2021-10-04
CapitaLand Investment,9CI.SI,-7.742681,2021-10-04
Hongkong Land,H78.SI,-7.54169832,2021-10-04
Olam International,VC2.SI,-5.470873,2021-10-04
Rex International,5WH.SI,-4.1285814,2021-10-04
UOB,U11.SI,-67.734391,2021-10-11
DBS,D05.SI,-37.820066,2021-10-11
SIA,C6L.SI,-35.798372,2021-10-11
OCBC,O39.SI,-32.384321,2021-10-11
CapitaLand Integrated Commercial Trust,C38U.SI,-26.879752,2021-10-11
Geo Energy Resources,RE4.SI,-22.080874,2021-10-11
Jardine Cycle & Carriage,C07.SI,-18.712413,2021-10-11
Singtel,Z74.SI,-18.5817119,2021-10-11
ST Engineering,S63.SI,-17.233277,2021-10-11
City Developments,C09.SI,-15.363204,2021-10-11
UOB,U11.SI,-51.060591,2021-10-18
SIA,C6L.SI,-46.996389,2021-10-18
OCBC,O39.SI,-44.183662,2021-10-18
Singtel,Z74.SI,-29.9565339,2021-10-18
Jardine Cycle & Carriage,C07.SI,-29.944085,2021-10-18
Venture Corporation,V03.SI,-24.478926,2021-10-18
City Developments,C09.SI,-21.555516,2021-10-18
Keppel Corporation,BN4.SI,-18.585179,2021-10-18
Thai Beverage,Y92.SI,-11.532897,2021-10-18
Ascott Residence Trust,HMN.SI,-9.6448795,2021-10-18
DBS,D05.SI,-83.40714799999999,2021-10-25
Singtel,Z74.SI,-39.5109323,2021-10-25
Venture Corporation,V03.SI,-24.238434,2021-10-25
UOB,U11.SI,-19.832624,2021-10-25
OCBC,O39.SI,-12.247599,2021-10-25
Sembcorp Industries,U96.SI,-8.671736,2021-10-25
AEM Holdings,AWX.SI,-8.037403,2021-10-25
Ascott Residence Trust,HMN.SI,-6.3335975,2021-10-25
Suntec REIT,T82U.SI,-6.068311,2021-10-25
Thai Beverage,Y92.SI,-5.5598575,2021-10-25
CapitaLand Investment,9CI.SI,-13.229689,2021-11-01
DBS,D05.SI,-11.241065,2021-11-01
UOB,U11.SI,-10.362457,2021-11-01
Keppel REIT,K71U.SI,-9.187214,2021-11-01
AEM Holdings,AWX.SI,-7.844719,2021-11-01
CapitaLand Integrated Commercial Trust,C38U.SI,-7.134739,2021-11-01
Hongkong Land,H78.SI,-6.8921746134,2021-11-01
Ascendas REIT,A17U.SI,-6.634322,2021-11-01
Rex International,5WH.SI,-6.3148965,2021-11-01
NetLink NBN Trust,CJLU.SI,-5.705539,2021-11-01
UOB,U11.SI,-66.718421,2021-11-08
AEM Holdings,AWX.SI,-15.045023,2021-11-08
ComfortDelGro,C52.SI,-9.940601,2021-11-08
DBS,D05.SI,-9.754258,2021-11-08
Suntec REIT,T82U.SI,-8.910946,2021-11-08
OCBC,O39.SI,-7.782007999999999,2021-11-08
Ascendas REIT,A17U.SI,-7.280897,2021-11-08
Wilmar International,F34.SI,-7.244293,2021-11-08
SPH REIT,SK6U.SI,-5.584303,2021-11-08
AEM Holdings,AWX.SI,-55.101163,2021-11-15
Singtel,Z74.SI,-18.0229052,2021-11-15
Genting Singapore,G13.SI,-16.1167905,2021-11-15
SIA,C6L.SI,-11.828556,2021-11-15
SIA Engineering,S59.SI,-10.807118,2021-11-15
Ascott Residence Trust,HMN.SI,-9.155832,2021-11-15
Frencken Group,E28.SI,-8.501458,2021-11-15
UOB,U11.SI,-7.426769999999999,2021-11-15
Keppel REIT,K71U.SI,-6.241158,2021-11-15
AEM Holdings,AWX.SI,-28.44093,2021-11-22
DBS,D05.SI,-24.756307,2021-11-22
UMS Holdings,558.SI,-23.629613,2021-11-22
ST Engineering,S63.SI,-19.341727,2021-11-22
Venture Corporation,V03.SI,-13.502582,2021-11-22
ISDN Holdings,I07.SI,-10.9654705,2021-11-22
CapitaLand Integrated Commercial Trust,C38U.SI,-7.732565,2021-11-22
NetLink NBN Trust,CJLU.SI,-7.688545,2021-11-22
Genting Singapore,G13.SI,-5.7163575,2021-11-22
CapitaLand Integrated Commercial Trust,C38U.SI,-16.900085,2021-11-29
AEM Holdings,AWX.SI,-10.534851,2021-11-29
Starhub,CC3.SI,-7.869579,2021-11-29
Top Glove Corporation,BVA.SI,-7.204347,2021-11-29
Frasers Logistics & Commercial Trust,BUOU.SI,-6.562071,2021-11-29
Suntec REIT,T82U.SI,-6.008289,2021-11-29
Hongkong Land,H78.SI,-5.950047512400001,2021-11-29
Q & M Dental Group,QC7.SI,-4.0986615,2021-11-29
Hongkong Land,H78.SI,-7.602841891900001,2021-12-06
Keppel DC REIT,AJBU.SI,-6.388134,2021-12-06
Starhub,CC3.SI,-6.313175,2021-12-06
AEM Holdings,AWX.SI,-5.312026,2021-12-06
UMS Holdings,558.SI,-4.750248,2021-12-06
UOL Group,U14.SI,-4.019459,2021-12-06
CapitaLand Investment,9CI.SI,-3.819138,2021-12-06
NetLink NBN Trust,CJLU.SI,-3.635689,2021-12-06
DBS,D05.SI,-23.749455,2021-12-13
CapitaLand Investment,9CI.SI,-10.017512,2021-12-13
SGX,S68.SI,-4.369176,2021-12-13
UOB,U11.SI,-3.95589,2021-12-13
Keppel Corporation,BN4.SI,-3.674703,2021-12-13
UMS Holdings,558.SI,-3.593558,2021-12-13
Frasers Logistics & Commercial Trust,BUOU.SI,-3.535034,2021-12-13
AEM Holdings,AWX.SI,-3.387054,2021-12-13
Olam International,VC2.SI,-2.902556,2021-12-13
DBS,D05.SI,-44.064765,2021-12-20
UOB,U11.SI,-18.55373,2021-12-20
Keppel DC REIT,AJBU.SI,-4.274899,2021-12-20
Geo Energy Resources,RE4.SI,-3.6695875,2021-12-20
Grand Venture Technology,JLB.SI,-3.0308070000000003,2021-12-20
Riverstone Holdings,AP4.SI,-2.3108965,2021-12-20
Metech International,V3M.SI,-2.0463445,2021-12-20
Lendlease Global Commercial REIT,JYEU.SI,-1.550841,2021-12-20
Sheng Siong Group,OV8.SI,-1.265306,2021-12-20
DBS,D05.SI,-37.435188,2021-12-27
Sembcorp Industries,U96.SI,-4.665822,2021-12-27
Yangzijiang Shipbuilding,BS6.SI,-4.14463,2021-12-27
AEM Holdings,AWX.SI,-3.910602,2021-12-27
Geo Energy Resources,RE4.SI,-2.5426975,2021-12-27
SIA,C6L.SI,-1.9821830000000005,2021-12-27
iFast Corporation,AIY.SI,-1.761884,2021-12-27
NetLink NBN Trust,CJLU.SI,-1.6677415,2021-12-27
Daiwa House Logistics Trust,DHLU.SI,-1.6226845,2021-12-27
DBS,D05.SI,-18.546486,2022-01-03
SIA,C6L.SI,-8.590189,2022-01-03
Top Glove Corporation,BVA.SI,-7.5280005,2022-01-03
Yangzijiang Shipbuilding,BS6.SI,-5.585731,2022-01-03
UMS Holdings,558.SI,-4.660253,2022-01-03
CapitaLand Investment,9CI.SI,-4.601861,2022-01-03
City Developments,C09.SI,-3.315716,2022-01-03
Genting Singapore,G13.SI,-2.0097805,2022-01-03
CapitaLand Integrated Commercial Trust,C38U.SI,-1.732503,2022-01-03
DBS,D05.SI,-96.086844,2022-01-10
UOB,U11.SI,-73.927885,2022-01-10
OCBC,O39.SI,-46.432172,2022-01-10
CapitaLand Investment,9CI.SI,-37.319432,2022-01-10
SGX,S68.SI,-19.8204,2022-01-10
Sembcorp Industries,U96.SI,-13.144046,2022-01-10
Wilmar International,F34.SI,-9.209024,2022-01-10
SIA,C6L.SI,-6.561865999999999,2022-01-10
OCBC,O39.SI,-144.786147,2022-01-17
DBS,D05.SI,-96.352202,2022-01-17
UOB,U11.SI,-78.628738,2022-01-17
Singtel,Z74.SI,-62.3555049,2022-01-17
SIA,C6L.SI,-13.236575,2022-01-17
City Developments,C09.SI,-11.62085,2022-01-17
Sembcorp Industries,U96.SI,-10.622579,2022-01-17
Yangzijiang Shipbuilding,BS6.SI,-7.27204,2022-01-17
OCBC,O39.SI,-47.559585,2022-01-24
Singtel,Z74.SI,-33.6518589,2022-01-24
UOB,U11.SI,-33.245238,2022-01-24
Sembcorp Industries,U96.SI,-13.579614,2022-01-24
Keppel Corporation,BN4.SI,-13.417488,2022-01-24
SIA,C6L.SI,-10.795363,2022-01-24
Genting Singapore,G13.SI,-8.959027,2022-01-24
CapitaLand Investment,9CI.SI,-7.22872,2022-01-24
Wilmar International,F34.SI,-6.169883,2022-01-24
OCBC,O39.SI,-86.698651,2022-01-31
Singtel,Z74.SI,-34.3378913,2022-01-31
Keppel Corporation,BN4.SI,-18.962729,2022-01-31
Sembcorp Industries,U96.SI,-14.948705,2022-01-31
Hongkong Land,H78.SI,-6.0216554469,2022-01-31
City Developments,C09.SI,-4.377198,2022-01-31
UOL Group,U14.SI,-3.464441,2022-01-31
OCBC,O39.SI,-76.72974,2022-02-07
UOB,U11.SI,-44.904076,2022-02-07
Singtel,Z74.SI,-29.7018925,2022-02-07
DBS,D05.SI,-26.561965,2022-02-07
CapitaLand Integrated Commercial Trust,C38U.SI,-18.723396,2022-02-07
Keppel Corporation,BN4.SI,-17.312573,2022-02-07
SIA,C6L.SI,-14.174218,2022-02-07
Yangzijiang Shipbuilding,BS6.SI,-9.034319,2022-02-07
Sembcorp Industries,U96.SI,-7.710989,2022-02-07
HongKong Land,H78.SI,-5.7094888263,2022-02-07
OCBC,O39.SI,-108.196969,2022-02-14
SIA,C6L.SI,-55.301724,2022-02-14
DBS,D05.SI,-53.679832,2022-02-14
Singtel,Z74.SI,-50.4437797,2022-02-14
SGX,S68.SI,-44.44484,2022-02-14
UOB,U11.SI,-25.751604,2022-02-14
CapitaLand Integrated Commercial Trust,C38U.SI,-12.279947,2022-02-14
Yangzijiang Shipbuilding,BS6.SI,-12.139126999999998,2022-02-14
Venture Corporation,V03.SI,-11.441256,2022-02-14
Keong Hong Holdings,5TT.SI,-11.43254148,2022-02-14
OCBC,O39.SI,-46.750004,2022-02-21
Singtel,Z74.SI,-40.9166872,2022-02-21
Wilmar International,F34.SI,-34.864958,2022-02-21
UOB,U11.SI,-26.071751000000003,2022-02-21
Thai Beverage,Y92.SI,-20.5249645,2022-02-21
SIA,C6L.SI,-18.66577,2022-02-21
CapitaLand Integrated Commercial Trust,C38U.SI,-18.61013,2022-02-21
CapitaLand Investment,9CI.SI,-13.374087,2022-02-21
SATS,S58.SI,-11.789209,2022-02-21
Genting Singapore,G13.SI,-11.108558,2022-02-21
Singtel,Z74.SI,-113.2394081,2022-02-28
CapitaLand Integrated Commercial Trust,C38U.SI,-24.576517,2022-02-28
Sembcorp Industries,U96.SI,-19.552545,2022-02-28
Keppel Corporation,BN4.SI,-18.11784,2022-02-28
Suntec REIT,T82U.SI,-12.325886,2022-02-28
Geo Energy Resources,RE4.SI,-8.9800805,2022-02-28
Wilmar International,F34.SI,-6.9302150000000005,2022-02-28
Riverstone Holdings,AP4.SI,-6.4952725,2022-02-28
Jardine Cycle & Carriage,C07.SI,-6.025648,2022-02-28
ST Engineering,S63.SI,-43.228249,2022-03-07
Yangzijiang Shipbuilding,BS6.SI,-39.985296,2022-03-07
Geo Energy Resources,RE4.SI,-21.239539,2022-03-07
Wilmar International,F34.SI,-16.574299,2022-03-07
Sembcorp Industries,U96.SI,-16.157507,2022-03-07
Keppel REIT,K71U.SI,-12.41797,2022-03-07
Jardine Cycle & Carriage,C07.SI,-7.073272,2022-03-07
Mapletree Logistics Trust,M44U.SI,-6.69421,2022-03-07
SGX,S68.SI,-5.204002,2022-03-07
Singtel,Z74.SI,-26.2304919,2022-03-14
Wilmar International,F34.SI,-25.589992,2022-03-14
ST Engineering,S63.SI,-20.110048,2022-03-14
Keppel Corporation,BN4.SI,-18.382015,2022-03-14
City Developments,C09.SI,-17.444504,2022-03-14
CapitaLand Integrated Commercial Trust,C38U.SI,-16.566542,2022-03-14
CapitaLand Investment,9CI.SI,-15.853441,2022-03-14
Keppel REIT,K71U.SI,-8.185783,2022-03-14
Jardine Cycle & Carriage,C07.SI,-7.999336,2022-03-14
UOB,U11.SI,-54.871104,2022-03-21
Keppel Corporation,BN4.SI,-25.542976,2022-03-21
SIA,C6L.SI,-23.084101,2022-03-21
OCBC,O39.SI,-22.599793,2022-03-21
SGX,S68.SI,-18.70165,2022-03-21
Riverstone Holdings,AP4.SI,-14.1145305,2022-03-21
CapitaLand Integrated Commercial Trust,C38U.SI,-13.842599,2022-03-21
City Developments,C09.SI,-11.748743,2022-03-21
Wilmar International,F34.SI,-10.487159,2022-03-21
Thai Beverage,Y92.SI,-6.860668,2022-03-21
Singtel,Z74.SI,-44.3101845,2022-03-28
SIA,C6L.SI,-41.733792,2022-03-28
DBS,D05.SI,-29.991878,2022-03-28
OCBC,O39.SI,-29.281567,2022-03-28
City Developments,C09.SI,-28.00802,2022-03-28
Wilmar International,F34.SI,-20.736648,2022-03-28
SATS,S58.SI,-12.623385,2022-03-28
Venture Corporation,V03.SI,-12.562281,2022-03-28
ST Engineering,S63.SI,-12.014378,2022-03-28
SIA,C6L.SI,-35.850832,2022-04-04
OCBC,O39.SI,-28.850198,2022-04-04
City Developments,C09.SI,-21.542371,2022-04-04
SGX,S68.SI,-18.559459,2022-04-04
SATS,S58.SI,-17.364361,2022-04-04
CapitaLand Integrated Commercial Trust,C38U.SI,-15.30834,2022-04-04
CapitaLand Investment,9CI.SI,-13.32691,2022-04-04
Singtel,Z74.SI,-9.3841815,2022-04-04
SIA Engineering,S59.SI,-6.445296,2022-04-04
City Developments,C09.SI,-23.134723,2022-04-11
Sembcorp Industries,U96.SI,-11.857402,2022-04-11
SGX,S68.SI,-7.246926,2022-04-11
UOL Group,U14.SI,-5.868562,2022-04-11
Keppel Corporation,BN4.SI,-5.687696,2022-04-11
Thai Beverage,Y92.SI,-5.4933635,2022-04-11
Lendlease Global Commercial REIT,JYEU.SI,-4.775586,2022-04-11
Keppel Infrastructure Trust,A7RU.SI,-4.073917,2022-04-11
City Developments,C09.SI,-14.979092,2022-04-18
Geo Energy Resources,RE4.SI,-6.2740775,2022-04-18
Golden Agri-Resources,E5H.SI,-5.724249,2022-04-18
AEM Holdings,AWX.SI,-4.657185,2022-04-18
CapitaLand Integrated Commercial Trust,C38U.SI,-3.843942,2022-04-18
ComfortDelGro,C52.SI,-3.733122,2022-04-18
First Resources,EB5.SI,-3.559813,2022-04-18
SIA,C6L.SI,-3.499192,2022-04-18
SATS,S58.SI,-2.794384,2022-04-18
Singtel,Z74.SI,-17.7027498,2022-04-25
SATS,S58.SI,-17.489113,2022-04-25
City Developments,C09.SI,-15.586941,2022-04-25
CapitaLand Integrated Commercial Trust,C38U.SI,-14.41765,2022-04-25
Keppel Corporation,BN4.SI,-9.709735,2022-04-25
ComfortDelGro,C52.SI,-7.991664,2022-04-25
SIA,C6L.SI,-7.878364,2022-04-25
ST Engineering,S63.SI,-5.853848,2022-04-25
Golden Agri-Resources,E5H.SI,-5.47364,2022-04-25
Golden Energy and Resources,AUE.SI,-5.3722355,2022-04-25
Singtel,Z74.SI,-70.56932010000001,2022-05-02
OCBC,O39.SI,-32.418515,2022-05-02
Sembcorp Marine,S51.SI,-20.0155475,2022-05-02
SATS,S58.SI,-18.479074,2022-05-02
City Developments,C09.SI,-16.281972,2022-05-02
CapitaLand Investment,9CI.SI,-15.842151,2022-05-02
ST Engineering,S63.SI,-10.103962,2022-05-02
Jardine Cycle & Carriage,C07.SI,-8.986346,2022-05-02
Keppel Corporation,BN4.SI,-8.611352,2022-05-02
DBS,D05.SI,-6.740259,2022-05-02
Venture Corporation,V03.SI,-39.221748,2022-05-09
Keppel Corporation,BN4.SI,-8.382961,2022-05-09
ComfortDelGro,C52.SI,-6.548451,2022-05-09
Singtel,Z74.SI,-6.5472252,2022-05-09
Golden Energy and Resources,AUE.SI,-4.685689,2022-05-09
Jardine Matheson,J36.SI,-4.1397654882,2022-05-09
Geo Energy Resources,RE4.SI,-3.8791065,2022-05-09
Jardine Cycle & Carriage,C07.SI,-3.868365,2022-05-09
Sheng Siong,OV8.SI,-3.663858,2022-05-09
Singtel,Z74.SI,-61.4993567,2022-05-16
CapitaLand Integrated Commercial Trust,C38U.SI,-11.83772,2022-05-16
City Developments,C09.SI,-11.792795,2022-05-16
Sheng Siong,OV8.SI,-8.384414,2022-05-16
UMS Holdings,558.SI,-6.385166,2022-05-16
Jardine Cycle & Carriage,C07.SI,-4.892291,2022-05-16
Procurri Corporation,BVQ.SI,-3.636174,2022-05-16
Jiutian Chemical Group,C8R.SI,-3.296226100000001,2022-05-16
UOL Group,U14.SI,-2.875355,2022-05-16
Keppel Corp,BN4.SI,-29.784038,2022-05-23
UOB,U11.SI,-24.358205,2022-05-23
SIA,C6L.SI,-23.651545,2022-05-23
Thai Beverage,Y92.SI,-17.2688825,2022-05-23
Yangzijiang Shipbuilding,BS6.SI,-15.7599725,2022-05-23
SGX,S68.SI,-11.999508,2022-05-23
UOL Group,U14.SI,-11.235397,2022-05-23
Procurri Corp,BVQ.SI,-11.165038225,2022-05-23
Venture Corp,V03.SI,-9.660769,2022-05-23
ComfortDelGro,C52.SI,-8.290047,2022-05-23
SIA,C6L.SI,-48.105638,2022-05-30
Procurri Corporation,BVQ.SI,-8.048919975,2022-05-30
SGX,S68.SI,-6.731944,2022-05-30
UOL Group,U14.SI,-6.281791,2022-05-30
SATS,S58.SI,-4.52934,2022-05-30
ESR-LOGOS REIT,J91U.SI,-4.515722,2022-05-30
Keppel Corp,BN4.SI,-4.348823,2022-05-30
Yangzijiang Shipbuilding,BS6.SI,-4.250793,2022-05-30
Jardine Cycle & Carriage,C07.SI,-3.925267,2022-05-30
OCBC,O39.SI,-19.168481,2022-06-06
Venture Corp,V03.SI,-14.495255,2022-06-06
Keppel Corp,BN4.SI,-14.227178,2022-06-06
Hongkong Land Holdings,H78.SI,-14.210592599,2022-06-06
ST Engineering,S63.SI,-12.380669,2022-06-06
Lendlease Global Commercial REIT,JYEU.SI,-10.2180225,2022-06-06
SIA,C6L.SI,-9.706821,2022-06-06
Yangzijiang Shipbuilding,BS6.SI,-9.398359,2022-06-06
Jardine Cycle & Carriage,C07.SI,-8.866189,2022-06-06
SPH REIT,SK6U.SI,-5.537754,2022-06-06
Jardine Cycle & Carriage,C07.SI,-18.553827,2022-06-13
Keppel Corp,BN4.SI,-13.830484,2022-06-13
Yangzijiang Shipbuilding,BS6.SI,-8.241559,2022-06-13
SPH REIT,SK6U.SI,-6.3278685,2022-06-13
DFI Retail Group,D01.SI,-5.8103455879,2022-06-13
City Developments,C09.SI,-5.16835,2022-06-13
Ascendas REIT,A17U.SI,-4.430856,2022-06-13
Sembcorp Marine,S51.SI,-4.2774942,2022-06-13
Golden Agri-Resources,E5H.SI,-4.1491955,2022-06-13
Ascott Residence Trust,HMN.SI,-2.886499,2022-06-13
Frasers Hospitality Trust,ACV.SI,-42.201314,2022-06-20
Yangzijiang Shipbuilding,BS6.SI,-8.4847855,2022-06-20
Jardine Cycle & Carriage,C07.SI,-6.563233,2022-06-20
DFI Retail Group,D01.SI,-6.0697341796,2022-06-20
Sembcorp Industries,U96.SI,-5.741193,2022-06-20
SPH REIT,SK6U.SI,-5.101643,2022-06-20
City Developments,C09.SI,-4.304693,2022-06-20
CDL Hospitality Trusts,J85.SI,-2.789254,2022-06-20
ESR-Logos REIT,J91U.SI,-2.4133,2022-06-20
Keppel Infrastructure Trust,A7RU.SI,-1.9812065,2022-06-20
Singtel,Z74.SI,-20.2558139,2022-06-27
Mapletree Industrial Trust,ME8U.SI,-11.793133,2022-06-27
CapitaLand Investment,9CI.SI,-11.613939,2022-06-27
Sembcorp Industries,U96.SI,-7.910673,2022-06-27
Jardine Matheson,J36.SI,-6.6861708346,2022-06-27
UOL Group,U14.SI,-4.306582,2022-06-27
City Developments,C09.SI,-3.881904,2022-06-27
CapitaLand Integrated Commercial Trust,C38U.SI,-3.621765,2022-06-27
AEM Holdings,AWX.SI,-3.37008,2022-06-27
Ascendas REIT,A17U.SI,-3.363448,2022-06-27
Ascendas REIT,A17U.SI,-11.845896,2022-07-04
ST Engineering,S63.SI,-9.03523,2022-07-04
Wilmar International,F34.SI,-5.843204,2022-07-04
Sembcorp Industries,U96.SI,-4.68862,2022-07-04
Netlink NBN Trust,CJLU.SI,-4.67483,2022-07-04
UOL Group,U14.SI,-4.480604,2022-07-04
Hongkong Land,H78.SI,-4.1085824983,2022-07-04
City Developments,C09.SI,-3.956728,2022-07-04
