stock,stock code,net amount (S$M),published date
Thai Beverage,Y92.SI,-3.930021,2019-01-07
Mandarin Oriental ,M04.SI,-2.36344993136596,2019-01-07
SGX,S68.SI,-1.870944,2019-01-07
Mapletree Logistics Trust,M44U.SI,-1.729595,2019-01-07
Ascendas REIT,A17U.SI,-1.520005,2019-01-07
Starhill Global REIT,P40U.SI,-0.997614,2019-01-07
SPH REIT,SK6U.SI,-0.891013,2019-01-07
Jardine Cycle & Carriage,C07.SI,-0.698604,2019-01-07
OCBC,O39.SI,-86.223101,2019-01-14
DBS,D05.SI,-82.168794,2019-01-14
UOB,U11.SI,-54.890757,2019-01-14
Singtel,Z74.SI,-28.27145,2019-01-14
City Developments,C09.SI,-26.843312,2019-01-14
Thai Beverage,Y92.SI,-23.172627,2019-01-14
Venture Corporation,V03.SI,-23.074824,2019-01-14
Keppel Corporation,BN4.SI,-20.708603,2019-01-14
Genting Singapore,G13.SI,-19.13067,2019-01-14
DBS,D05.SI,-36.253962,2019-01-21
OCBC,O39.SI,-29.487349,2019-01-21
UOB ,U11.SI,-19.410325,2019-01-21
Genting Singapore,G13.SI,-16.903413,2019-01-21
SGX,S68.SI,-15.448137,2019-01-21
Thai Beverage,Y92.SI,-15.2373435,2019-01-21
ST Engineering,S63.SI,-14.219631,2019-01-21
Yangzijiang Shipbuilding,BS6.SI,-13.010693,2019-01-21
Singtel,Z74.SI,-12.003266,2019-01-21
SGX,S68.SI,-26.484747,2019-01-28
Venture Corporation,V03.SI,-15.267096,2019-01-28
ComfortDelGro,C52.SI,-14.802811,2019-01-28
Thai Beverage,Y92.SI,-10.610615,2019-01-28
SIA,C6L.SI,-5.918138,2019-01-28
Wilmar International,F34.SI,-4.931626,2019-01-28
Suntec REIT,T82U.SI,-4.839486,2019-01-28
Mapletree Logistics Trust,M44U.SI,-4.629129,2019-01-28
Yangzijiang Shipbuilding,BS6.SI,-4.556573,2019-01-28
SGX,S68.SI,-33.629856,2019-02-04
Yangzijiang Shipbuilding,BS6.SI,-14.501475,2019-02-04
Genting Singapore,G13.SI,-10.594602,2019-02-04
ST Engineering,S63.SI,-9.213311,2019-02-04
Thai Beverage,Y92.SI,-7.3233255,2019-02-04
ComfortDelGro,C52.SI,-6.820601,2019-02-04
Ascott Residence Trust,HMN.SI,-6.050659,2019-02-04
Singtel,Z74.SI,-8.408824,2019-02-11
Best World International,CGN.SI,-7.373449,2019-02-11
DBS,D05.SI,-6.906951,2019-02-11
SGX,S68.SI,-5.062163,2019-02-11
Genting Singapore,G13.SI,-4.645359,2019-02-11
StarHub,CC3.SI,-4.119721,2019-02-11
Keppel REIT,K71U.SI,-3.642318,2019-02-11
ST Engineering,S63.SI,-3.614547,2019-02-11
Yangzijiang Shipbuilding,BS6.SI,-3.491292,2019-02-11
SGX,S68.SI,-28.093403,2019-02-18
Thai Beverage,Y92.SI,-25.672979,2019-02-18
SATS,S58.SI,-17.155962,2019-02-18
ST Engineering,S63.SI,-16.687943,2019-02-18
SIA,C6L.SI,-11.063481,2019-02-18
Keppel REIT,K71U.SI,-8.64056,2019-02-18
City Developments,C09.SI,-6.457185,2019-02-18
Jardine Matheson,J36.SI,-5.3284116698,2019-02-18
Sunpower Group,5GD.SI,-5.2343415,2019-02-18
Venture Corporation,V03.SI,-4.28933,2019-02-18
Keppel Corporation,BN4.SI,-27.342863,2019-02-25
Sembcorp Marine,S51.SI,-24.719101,2019-02-25
SIA,C6L.SI,-22.58554,2019-02-25
SGX,S68.SI,-21.041121,2019-02-25
Singtel,Z74.SI,-20.696469,2019-02-25
Yangzijiang Shipbuilding,BS6.SI,-9.998919,2019-02-25
Sembcorp Industries,U96.SI,-9.477672,2019-02-25
SATS,S58.SI,-8.186072,2019-02-25
Venture Corporation,V03.SI,-50.870548,2019-03-04
AEM Holdings,AWX.SI,-12.60549,2019-03-04
DBS,D05.SI,-12.583378,2019-03-04
SGX,S68.SI,-10.614396,2019-03-04
Thai Beverage,Y92.SI,-7.4362475,2019-03-04
ST Engineering,S63.SI,-4.77514,2019-03-04
SATS,S58.SI,-3.188051,2019-03-04
Keppel REIT,K71U.SI,-2.819048,2019-03-04
DBS,D05.SI,-29.750417,2019-03-11
SGX,S68.SI,-22.940961,2019-03-11
Frasers Logistics & Industrial Trust,BUOU.SI,-9.223031,2019-03-11
Keppel REIT,K71U.SI,-7.382998,2019-03-11
AEM Holdings,AWX.SI,-5.595426,2019-03-11
CapitaLand Retail China Trust,AU8U.SI,-4.496138,2019-03-11
Mapletree Industrial Trust,ME8U.SI,-4.018075,2019-03-11
Yangzijiang Shipbuilding,BS6.SI,-16.354545,2019-03-18
Singtel,Z74.SI,-11.677566,2019-03-18
Thai Beverage,Y92.SI,-7.437218,2019-03-18
ST Engineering,S63.SI,-5.692141,2019-03-18
Thomson Medical Group,A50.SI,-4.5861974000000005,2019-03-18
Hongkong Land,H78.SI,-4.0932247169,2019-03-18
Wilmar International,F34.SI,-4.037035,2019-03-18
CSE Global ,544.SI,-3.0374015,2019-03-18
ComfortDelGro,C52.SI,-2.854409,2019-03-18
Yangzijiang Shipbuilding,BS6.SI,-18.11665,2019-03-25
OCBC,O39.SI,-14.645376,2019-03-25
DBS,D05.SI,-14.129671,2019-03-25
ComfortDelGro,C52.SI,-13.653692,2019-03-25
Keppel Corporation,BN4.SI,-10.948075,2019-03-25
Thai Beverage,Y92.SI,-8.4049265,2019-03-25
UOL Group,U14.SI,-8.319989,2019-03-25
CapitaLand Mall Trust,C38U.SI,-5.281875,2019-03-25
Ascendas REIT,A17U.SI,-4.48911,2019-03-25
City Developments,C09.SI,-4.108502,2019-03-25
Thai Beverage,Y92.SI,-10.751681,2019-04-01
Singtel,Z74.SI,-10.34586,2019-04-01
UOL Group,U14.SI,-9.351496,2019-04-01
ComfortDelGro,C52.SI,-6.473916,2019-04-01
Ascendas REIT,A17U.SI,-5.607995,2019-04-01
Keppel REIT,K71U.SI,-4.802938,2019-04-01
Dairy Farm International,D01.SI,-4.4678703372,2019-04-01
NetLink NBN Trust,CJLU.SI,-2.936819,2019-04-01
DBS,D05.SI,-146.785822,2019-04-08
OCBC,O39.SI,-127.176262,2019-04-08
UOB,U11.SI,-69.100287,2019-04-08
Keppel Corporation,BN4.SI,-38.124743,2019-04-08
Singtel,Z74.SI,-36.531144,2019-04-08
Venture Corporation,V03.SI,-22.629186,2019-04-08
Yangzijiang Shipbuilding,BS6.SI,-19.814902,2019-04-08
Sembcorp Industries,U96.SI,-17.23314,2019-04-08
Wilmar International,F34.SI,-17.176118,2019-04-08
Singtel,Z74.SI,-37.142527,2019-04-15
OCBC,O39.SI,-30.29306,2019-04-15
Wilmar International,F34.SI,-12.933781,2019-04-15
DBS,D05.SI,-10.799666,2019-04-15
UOB,U11.SI,-10.285268,2019-04-15
ComfortDelGro,C52.SI,-8.590797,2019-04-15
SATS,S58.SI,-7.701119,2019-04-15
Keppel Corporation,BN4.SI,-7.401346,2019-04-15
The Hour Glass,AGS.SI,-6.660402,2019-04-15
UOL Group,U14.SI,-6.367419,2019-04-15
DBS,D05.SI,-24.623199,2019-04-22
OCBC,O39.SI,-13.125204,2019-04-22
Venture Corporation,V03.SI,-12.3827,2019-04-22
Wilmar International,F34.SI,-12.25716,2019-04-22
UOL Group,U14.SI,-9.669317,2019-04-22
Ying Li International Real Estate,5DM.SI,-9.6045402,2019-04-22
Jardine Cycle & Carriage,C07.SI,-9.493726,2019-04-22
ST Engineering,S63.SI,-8.349753,2019-04-22
Sembcorp Marine,S51.SI,-6.715005,2019-04-22
Singtel,Z74.SI,-6.029079,2019-04-22
Keppel Corporation,BN4.SI,-32.637915,2019-04-29
OCBC,O39.SI,-15.195107,2019-04-29
ST Engineering,S63.SI,-12.67364,2019-04-29
UOB,U11.SI,-12.430403,2019-04-29
ComfortDelGro,C52.SI,-6.193956,2019-04-29
Sembcorp Marine,S51.SI,-6.138715,2019-04-29
Wilmar International,F34.SI,-6.134692,2019-04-29
Ascendas REIT,A17U.SI,-4.218551,2019-04-29
NetLink NBN Trust,CJLU.SI,-4.048201,2019-04-29
OCBC,O39.SI,-67.688474,2019-05-06
DBS,D05.SI,-20.640369,2019-05-06
Singtel,Z74.SI,-11.542901,2019-05-06
SGX,S68.SI,-10.555086,2019-05-06
ST Engineering,S63.SI,-9.387923,2019-05-06
Genting Singapore,G13.SI,-7.7078485,2019-05-06
Keppel Corporation,BN4.SI,-7.356824,2019-05-06
CapitaLand Mall Trust,C38U.SI,-6.021017,2019-05-06
Mapletree Commercial Trust,N2IU.SI,-5.517198,2019-05-06
ST Engineering,S63.SI,-12.937974,2019-05-13
Singtel,Z74.SI,-12.892605,2019-05-13
SGX,S68.SI,-6.145703,2019-05-13
Yangzijiang Shipbuilding,BS6.SI,-5.184178,2019-05-13
CapitaLand Mall Trust,C38U.SI,-4.186429,2019-05-13
Wilmar International,F34.SI,-2.865474,2019-05-13
Mapletree Logistics Trust,M44U.SI,-2.803601,2019-05-13
Sheng Siong Group,OV8.SI,-2.525929,2019-05-13
Haw Par Corporation,H02.SI,-2.317419,2019-05-13
StarHub,CC3.SI,-2.103869,2019-05-13
SGX,S68.SI,-9.757615,2019-05-20
ST Engineering,S63.SI,-6.81461,2019-05-20
Wilmar International,F34.SI,-5.248526,2019-05-20
Haw Par Corporation,H02.SI,-3.613469,2019-05-20
Sheng Siong Group,OV8.SI,-3.529889,2019-05-20
Frasers L&I Trust,BUOU.SI,-2.432554,2019-05-20
Frencken Group,E28.SI,-1.689263,2019-05-20
China Everbright Water,U9E.SI,-1.555391,2019-05-20
SGX,S68.SI,-33.345701,2019-05-27
Yangzijiang Shipbuilding,BS6.SI,-10.50779,2019-05-27
Thai Beverage,Y92.SI,-5.1210835,2019-05-27
ESR-REIT,J91U.SI,-3.5100655,2019-05-27
Keppel DC REIT,AJBU.SI,-3.290204,2019-05-27
Haw Par Corporation,H02.SI,-2.671155,2019-05-27
Parkway Life REIT,C2PU.SI,-2.558111,2019-05-27
Mapletree Industrial Trust,ME8U.SI,-2.451712,2019-05-27
Sheng Siong Group,OV8.SI,-2.362687,2019-05-27
Singtel,Z74.SI,-18.389961,2019-06-03
Ascott Residence Trust,HMN.SI,-7.969219,2019-06-03
Venture Corporation,V03.SI,-4.429108,2019-06-03
Thai Beverage,Y92.SI,-4.2276595,2019-06-03
Jardine Matheson,J36.SI,-3.3964841942,2019-06-03
NetLink NBN Trust,CJLU.SI,-3.1434265,2019-06-03
Mapletree Industrial Trust,ME8U.SI,-2.56423,2019-06-03
Sheng Siong Group,OV8.SI,-2.504252,2019-06-03
Singtel,Z74.SI,-22.838853,2019-06-10
ST Engineering,S63.SI,-18.468537,2019-06-10
Thai Beverage,Y92.SI,-6.899153,2019-06-10
Mapletree Commercial Trust,N2IU.SI,-5.807065,2019-06-10
Keppel REIT,K71U.SI,-4.692364,2019-06-10
CapitaLand Mall Trust,C38U.SI,-4.20839,2019-06-10
Jardine Cycle & Carriage,C07.SI,-3.419113,2019-06-10
Mapletree Logistics Trust,M44U.SI,-3.348274,2019-06-10
Ascott Residence Trust,HMN.SI,-3.192394,2019-06-10
City Developments,C09.SI,-35.294823,2019-06-17
Singtel,Z74.SI,-32.164616,2019-06-17
Keppel Corporation,BN4.SI,-12.023455,2019-06-17
ST Engineering,S63.SI,-10.762566,2019-06-17
Venture Corporation,V03.SI,-10.317002,2019-06-17
Jardine Cycle & Carriage,C07.SI,-8.464216,2019-06-17
UOB,U11.SI,-7.48898,2019-06-17
Ascott Residence Trust,HMN.SI,-7.0213,2019-06-17
SGX,S68.SI,-5.540684,2019-06-17
UOB,U11.SI,-56.777266,2019-06-24
Singtel,Z74.SI,-55.145606,2019-06-24
OCBC,O39.SI,-51.443075,2019-06-24
SGX,S68.SI,-38.464172,2019-06-24
Keppel Corporation,BN4.SI,-25.027669,2019-06-24
Venture Corporation,V03.SI,-15.04304,2019-06-24
City Developments,C09.SI,-13.601305,2019-06-24
NetLink NBN Trust,CJLU.SI,-11.300212,2019-06-24
ST Engineering,S63.SI,-9.512823,2019-06-24
Singtel,Z74.SI,-88.7986,2019-07-01
OCBC,O39.SI,-46.370382,2019-07-01
DBS,D05.SI,-33.706389,2019-07-01
SGX,S68.SI,-23.933144,2019-07-01
Keppel Corporation,BN4.SI,-21.657063,2019-07-01
UOB,U11.SI,-15.873628,2019-07-01
Wilmar International,F34.SI,-15.661554,2019-07-01
NetLink NBN Trust,CJLU.SI,-8.08587,2019-07-01
Singtel,Z74.SI,-53.80903,2019-07-08
OCBC,O39.SI,-24.009896,2019-07-08
UOB,U11.SI,-22.845466,2019-07-08
Wilmar International,F34.SI,-14.176179,2019-07-08
ST Engineering,S63.SI,-13.471341,2019-07-08
ComfortDelGro,C52.SI,-13.000772,2019-07-08
Keppel Corporation,BN4.SI,-12.300976,2019-07-08
Vibrant Group,BIP.SI,-12.2035904,2019-07-08
Singtel,Z74.SI,-32.321982,2019-07-15
SGX,S68.SI,-22.470519,2019-07-15
OCBC,O39.SI,-22.157676,2019-07-15
UOB,U11.SI,-18.12572,2019-07-15
ST Engineering,S63.SI,-8.032599,2019-07-15
Genting Singapore,G13.SI,-7.767071,2019-07-15
Thai Beverage,Y92.SI,-7.594715,2019-07-15
DBS,D05.SI,-61.266722,2019-07-22
OCBC,O39.SI,-29.08151,2019-07-22
UOB,U11.SI,-25.715383,2019-07-22
Singtel,Z74.SI,-21.891781,2019-07-22
Wilmar International,F34.SI,-15.689941,2019-07-22
SGX,S68.SI,-10.302319,2019-07-22
AEM Holdings,AWX.SI,-7.049772,2019-07-22
Mapletree Commercial Trust,N2IU.SI,-6.799528,2019-07-22
ST Engineering,S63.SI,-5.697879,2019-07-22
Venture Corporation,V03.SI,-5.13033,2019-07-22
OCBC,O39.SI,-35.132401,2019-07-29
DBS,D05.SI,-24.129365,2019-07-29
Wilmar International,F34.SI,-17.353277,2019-07-29
SGX,S68.SI,-13.906975,2019-07-29
AEM Holdings,AWX.SI,-10.003473,2019-07-29
Genting Singapore,G13.SI,-9.679256,2019-07-29
Sembcorp Industries,U96.SI,-7.822809,2019-07-29
Singtel,Z74.SI,-7.430218,2019-07-29
Venture Corporation,V03.SI,-6.362038,2019-07-29
Yangzijiang Shipbuilding,BS6.SI,-5.036218,2019-07-29
Singtel,Z74.SI,-23.946153,2019-08-05
Wilmar International,F34.SI,-4.671883,2019-08-05
DBS,D05.SI,-4.523016,2019-08-05
City Developments,C09.SI,-4.076462,2019-08-05
Sheng Siong Group,OV8.SI,-3.904004,2019-08-05
NetLink NBN Trust,CJLU.SI,-2.851441,2019-08-05
Dairy Farm International,D01.SI,-2.2106924107,2019-08-05
SGX,S68.SI,-2.06316,2019-08-05
SGX,S68.SI,-25.519173,2019-08-12
Singtel,Z74.SI,-15.88677,2019-08-12
Wilmar International,F34.SI,-11.766472,2019-08-12
ST Engineering,S63.SI,-4.936601,2019-08-12
NetLink NBN Trust,CJLU.SI,-3.1292615,2019-08-12
Thai Beverage,Y92.SI,-2.831601,2019-08-12
CapitaLand Mall Trust,C38U.SI,-2.36353,2019-08-12
ComfortDelGro,C52.SI,-2.325426,2019-08-12
Keppel DC REIT,AJBU.SI,-2.175748,2019-08-12
SGX,S68.SI,-34.969264,2019-08-19
Thai Beverage,Y92.SI,-22.9476195,2019-08-19
Singtel,Z74.SI,-8.572874,2019-08-19
Venture Corporation,V03.SI,-6.071127,2019-08-19
NetLink NBN Trust,CJLU.SI,-5.057423,2019-08-19
CapitaLand Mall Trust,C38U.SI,-3.361102,2019-08-19
Frasers Logistics & Industrial Trust,BUOU.SI,-3.123324,2019-08-19
Mapletree Commercial Trust,N2IU.SI,-2.829505,2019-08-19
Sheng Siong Group,OV8.SI,-2.778611,2019-08-19
Mapletree Logistics Trust,M44U.SI,-2.716338,2019-08-19
Thai Beverage,Y92.SI,-26.148999,2019-08-26
Hotel Properties,H15.SI,-10.97468,2019-08-26
SGX,S68.SI,-9.35473,2019-08-26
Singtel,Z74.SI,-5.300183,2019-08-26
City Developments,C09.SI,-4.035125,2019-08-26
Wilmar International,F34.SI,-4.007265,2019-08-26
Ascott Residence Trust,HMN.SI,-3.307864,2019-08-26
Keppel Infrastructure Trust,A7RU.SI,-2.9321995,2019-08-26
Genting Singapore,G13.SI,-2.8189615,2019-08-26
City Developments,C09.SI,-6.540393,2019-09-02
Keppel REIT,K71U.SI,-3.131127,2019-09-02
CapitaLand Retail China Trust,AU8U.SI,-2.647644,2019-09-02
Frasers Centrepoint Trust,J69U.SI,-2.487942,2019-09-02
Mapletree Commercial Trust,N2IU.SI,-2.442427,2019-09-02
SGX,S68.SI,-2.401141,2019-09-02
Wilmar International,F34.SI,-2.221405,2019-09-02
Genting Singapore,G13.SI,-2.0694515,2019-09-02
Ascendas REIT,A17U.SI,-1.995879,2019-09-02
SGX,S68.SI,-28.186453,2019-09-09
Venture Corporation,V03.SI,-10.049628,2019-09-09
UOB,U11.SI,-8.773979,2019-09-09
Yangzijiang Shipbuilding,BS6.SI,-5.394626,2019-09-09
Ascendas REIT,A17U.SI,-5.007055,2019-09-09
OCBC,O39.SI,-4.559444,2019-09-09
Singtel,Z74.SI,-4.267133,2019-09-09
Sembcorp Marine,S51.SI,-4.157944,2019-09-09
AEM Holdings,AWX.SI,-3.383167,2019-09-09
UOB,U11.SI,-41.964583,2019-09-16
OCBC,O39.SI,-21.637762,2019-09-16
DBS,D05.SI,-21.611942,2019-09-16
Venture Corporation,V03.SI,-19.977132,2019-09-16
Keppel Corporation,BN4.SI,-13.120007,2019-09-16
SGX,S68.SI,-11.03815,2019-09-16
Singapore Airlines,C6L.SI,-7.084069,2019-09-16
City Developments,C09.SI,-6.828608,2019-09-16
Keppel DC REIT,AJBU.SI,-12.878104,2019-09-23
Genting Singapore,G13.SI,-4.869123,2019-09-23
OCBC,O39.SI,-4.088414,2019-09-23
AEM Holdings,AWX.SI,-3.288504,2019-09-23
City Developments,C09.SI,-2.755837,2019-09-23
Raffles Medical Group,BSL.SI,-2.6912325,2019-09-23
SIA,C6L.SI,-2.043773,2019-09-23
DBS,D05.SI,-1.790954,2019-09-23
Frasers Logistics & Industrial Trust,BUOU.SI,-6.867018,2019-09-30
Singapore Post,S08.SI,-5.58385,2019-09-30
SGX,S68.SI,-4.113373,2019-09-30
Mapletree Commercial Trust,N2IU.SI,-3.929615,2019-09-30
SIA,C6L.SI,-3.063029,2019-09-30
UOL,U14.SI,-2.895175,2019-09-30
ARA US Hospitality Trust,XZL.SI,-2.88853666365,2019-09-30
ESR-REIT,J91U.SI,-2.8857525,2019-09-30
Keppel REIT,K71U.SI,-2.561192,2019-09-30
Frasers Centrepoint Trust,J69U.SI,-4.977957,2019-10-07
OUE Commercial REIT,TS0U.SI,-3.2671595,2019-10-07
Jardine Matheson,J36.SI,-2.635280905,2019-10-07
Genting Singapore,G13.SI,-2.1075535,2019-10-07
Keppel Infrastructure Trust,A7RU.SI,-1.876728,2019-10-07
Mandarin Oriental,M04.SI,-1.789727558,2019-10-07
SATS,S58.SI,-1.210613,2019-10-07
ESR-REIT,J91U.SI,-0.9978165,2019-10-07
Yangzijiang Shipbuilding,BS6.SI,-16.533553,2019-10-14
UOB,U11.SI,-11.626633,2019-10-14
Genting Singapore,G13.SI,-11.2654945,2019-10-14
DBS,D05.SI,-8.328288,2019-10-14
Singtel,Z74.SI,-7.64692,2019-10-14
ST Engineering,S63.SI,-6.668194,2019-10-14
CapitaLand Mall Trust,C38U.SI,-6.344309,2019-10-14
City Developments,C09.SI,-5.768138,2019-10-14
City Developments,C09.SI,-18.558624,2019-10-21
AEM Holdings,AWX.SI,-12.923681,2019-10-21
UOB,U11.SI,-12.713099,2019-10-21
Venture Corporation,V03.SI,-11.657703,2019-10-21
Ascott Residence Trust,HMN.SI,-10.650487,2019-10-21
Singtel,Z74.SI,-10.615362,2019-10-21
Genting Singapore,G13.SI,-7.767656,2019-10-21
SATS,S58.SI,-6.392729,2019-10-21
OCBC,O39.SI,-6.202118,2019-10-21
Keppel Corporation,BN4.SI,-51.826254,2019-10-28
Singtel,Z74.SI,-29.487475,2019-10-28
SGX,S68.SI,-28.383697,2019-10-28
AEM Holdings,AWX.SI,-22.894906,2019-10-28
Sembcorp Marine,S51.SI,-12.939962,2019-10-28
DBS,D05.SI,-10.869056,2019-10-28
UMS Holdings,558.SI,-9.421354,2019-10-28
Sembcorp Industries,U96.SI,-9.211048,2019-10-28
City Developments,C09.SI,-7.718312,2019-10-28
DBS,D05.SI,-64.110409,2019-11-04
OCBC,O39.SI,-48.131048,2019-11-04
UOB,U11.SI,-35.05876,2019-11-04
SGX,S68.SI,-25.969257,2019-11-04
Singtel,Z74.SI,-21.36534,2019-11-04
Venture Corporation,V03.SI,-19.273768,2019-11-04
SIA,C6L.SI,-19.150507,2019-11-04
Keppel Corporation,BN4.SI,-13.666723,2019-11-04
Genting Singapore,G13.SI,-7.3017945,2019-11-04
DBS,D05.SI,-77.178646,2019-11-11
OCBC,O39.SI,-41.754893,2019-11-11
Venture Corporation,V03.SI,-25.194094,2019-11-11
Keppel Corporation,BN4.SI,-21.659769,2019-11-11
SGX,S68.SI,-21.536324,2019-11-11
Singtel,Z74.SI,-18.27038,2019-11-11
UOB,U11.SI,-16.027662,2019-11-11
Genting Singapore,G13.SI,-10.5328365,2019-11-11
OCBC,O39.SI,-27.052078,2019-11-18
Wilmar International,F34.SI,-22.112188,2019-11-18
DBS,D05.SI,-20.817378,2019-11-18
ST Engineering,S63.SI,-14.239378,2019-11-18
Frencken Group,E28.SI,-12.778877,2019-11-18
Golden-Agri Resources,E5H.SI,-12.692013,2019-11-18
Yangzijiang Shipbuilding,BS6.SI,-12.4699695,2019-11-18
UOB,U11.SI,-11.790916,2019-11-18
UMS Holdings,558.SI,-9.8287395,2019-11-18
Singtel,Z74.SI,-20.843327,2019-11-25
Wilmar International,F34.SI,-13.800216,2019-11-25
Venture Corporation,V03.SI,-5.45544,2019-11-25
Genting Singapore,G13.SI,-5.403074,2019-11-25
UMS Holdings,558.SI,-5.153715,2019-11-25
SGX,S68.SI,-5.012739,2019-11-25
Mapletree Commercial Trust,N2IU.SI,-4.770525,2019-11-25
ST Engineering,S63.SI,-4.069157,2019-11-25
SIA Engineering,S59.SI,-3.861323,2019-11-25
Yangzijiang Shipbuilding,BS6.SI,-23.228216,2019-12-02
Singtel,Z74.SI,-20.058654,2019-12-02
Wilmar International,F34.SI,-6.516706,2019-12-02
Keppel REIT,K71U.SI,-5.519919,2019-12-02
Hongkong Land,H78.SI,-5.023099467799996,2019-12-02
AEM Holdings,AWX.SI,-4.93845,2019-12-02
UMS Holdings,558.SI,-3.696321,2019-12-02
Sasseur REIT,CRPU.SI,-3.5885015,2019-12-02
OUE Commercial REIT,TS0U.SI,-3.255994,2019-12-02
Singtel,Z74.SI,-31.467623,2019-12-09
Yangzijiang Shipbuilding,BS6.SI,-22.522702,2019-12-09
Golden Agri-Resources,E5H.SI,-8.1410245,2019-12-09
SGX,S68.SI,-7.092183,2019-12-09
ComfortDelGro,C52.SI,-5.35477,2019-12-09
Valuetronics ,BN2.SI,-5.319297,2019-12-09
Wilmar International,F34.SI,-5.098208,2019-12-09
Mapletree Industrial Trust,ME8U.SI,-5.040046,2019-12-09
Ascendas REIT,A17U.SI,-4.748162,2019-12-09
OCBC,O39.SI,-20.643832,2019-12-16
Venture Corporation,V03.SI,-19.046032,2019-12-16
UOB,U11.SI,-17.247829,2019-12-16
Thai Beverage,Y92.SI,-9.427587,2019-12-16
SGX,S68.SI,-9.091322,2019-12-16
SATS,S58.SI,-8.512327,2019-12-16
Wilmar International,F34.SI,-7.258512,2019-12-16
UOL Group,U14.SI,-7.163261,2019-12-16
Sembcorp Industries,U96.SI,-7.019358,2019-12-16
Hutchison Port Holdings Trust,NS8U.SI,-6.521258320959999,2019-12-16
DBS,D05.SI,-17.539118,2019-12-23
UOB,U11.SI,-13.946723,2019-12-23
UOL,U14.SI,-9.186348,2019-12-23
City Developments,C09.SI,-6.599626,2019-12-23
Mapletree Commercial Trust,N2IU.SI,-6.267651,2019-12-23
Singtel,Z74.SI,-6.203651,2019-12-23
OCBC,O39.SI,-5.076526,2019-12-23
UMS Holdings,558.SI,-5.060935,2019-12-23
Golden Agri-Resources,E5H.SI,-12.5544035,2019-12-30
Yangzijiang Shipbuilding,BS6.SI,-9.812767,2019-12-30
Singtel,Z74.SI,-7.892494,2019-12-30
Mapletree Logistics Trust,M44U.SI,-4.911272,2019-12-30
Wilmar International,F34.SI,-4.601739,2019-12-30
Mapletree Commercial Trust,N2IU.SI,-4.399421,2019-12-30
DBS,D05.SI,-3.995765,2019-12-30
Hongkong Land,H78.SI,-3.476141669899999,2019-12-30
OCBC,O39.SI,-10.544536,2020-01-06
UOB,U11.SI,-10.004194,2020-01-06
City Developments,C09.SI,-6.601999,2020-01-06
UOL Group,U14.SI,-6.223897,2020-01-06
Venture Corporation,V03.SI,-6.132939,2020-01-06
AEM Holdings,AWX.SI,-5.063787,2020-01-06
UMS Holdings,558.SI,-4.2480705,2020-01-06
Hongkong Land Holdings,H78.SI,-3.706592648900001,2020-01-06
DBS,D05.SI,-3.458807,2020-01-06
OCBC,O39.SI,-29.766347,2020-01-13
UOB,U11.SI,-29.202212,2020-01-13
Ascendas REIT,A17U.SI,-19.055366,2020-01-13
Keppel Corporation,BN4.SI,-18.073765,2020-01-13
Wilmar International,F34.SI,-15.707572,2020-01-13
ST Engineering,S63.SI,-11.537928,2020-01-13
DBS,D05.SI,-10.52856,2020-01-13
AEM Holdings,AWX.SI,-8.76902,2020-01-13
Venture Corporation,V03.SI,-8.224662,2020-01-13
OCBC,O39.SI,-43.740738,2020-01-20
DBS,D05.SI,-39.17921,2020-01-20
ST Engineering,S63.SI,-13.848165,2020-01-20
Ascendas REIT,A17U.SI,-5.163131,2020-01-20
CapitaLand Mall Trust,C38U.SI,-4.971949,2020-01-20
Jardine Cycle & Carriage,C07.SI,-3.909591,2020-01-20
Far East Hospitality Trust,Q5T.SI,-3.5815865,2020-01-20
Hongkong Land Holdings,H78.SI,-3.5160449208,2020-01-20
Singtel,Z74.SI,-36.0892911,2020-01-27
DBS,D05.SI,-28.570834,2020-01-27
OCBC,O39.SI,-17.726136,2020-01-27
SGX,S68.SI,-7.637801,2020-01-27
NetLink NBN Trust,CJLU.SI,-7.501135,2020-01-27
Ascendas REIT,A17U.SI,-6.33797,2020-01-27
Venture Corporation,V03.SI,-4.676567,2020-01-27
Singtel,Z74.SI,-18.9251074,2020-02-03
Mapletree Logistics Trust,M44U.SI,-13.582117,2020-02-03
Ascendas REIT,A17U.SI,-10.402862,2020-02-03
Manulife US REIT,BTOU.SI,-8.0506696265,2020-02-03
NetLink NBN Trust,CJLU.SI,-7.341613,2020-02-03
Keppel Corporation,BN4.SI,-5.771993999999999,2020-02-03
Thai Beverage,Y92.SI,-5.488976500000001,2020-02-03
ESR-REIT,J91U.SI,-4.771998,2020-02-03
ST Engineering,S63.SI,-4.432428,2020-02-03
Suntec REIT,T82U.SI,-3.979229,2020-02-03
Ascendas REIT,A17U.SI,-19.816218,2020-02-10
OCBC,O39.SI,-16.791182,2020-02-10
Keppel Corporation,BN4.SI,-12.283588,2020-02-10
SGX,S68.SI,-9.003946000000001,2020-02-10
ST Engineering,S63.SI,-8.248603,2020-02-10
Frasers Logistics & Industrial Trust,BUOU.SI,-7.857582,2020-02-10
Venture Corporation,V03.SI,-7.551013,2020-02-10
Genting Singapore,G13.SI,-7.5478695,2020-02-10
UOL Group,U14.SI,-6.809671,2020-02-10
SGX,S68.SI,-56.500208,2020-02-17
Venture Corporation,V03.SI,-13.031027,2020-02-17
ST Engineering,S63.SI,-12.544101,2020-02-17
