stock,stock code,net amount (S$M),published date
Thai Beverage,Y92.SI,6.048957,2022-04-11
UOL Group,U14.SI,5.740157,2022-04-11
SATS,S58.SI,4.259336,2022-04-11
Jardine Cycle & Carriage,C07.SI,4.111309,2022-04-11
Lendlease Global Commercial REIT,JYEU.SI,3.9804565,2022-04-11
City Developments,C09.SI,15.780501,2022-04-18
SGX,S68.SI,7.182444,2022-04-18
Keppel Corporation,BN4.SI,7.083903,2022-04-18
SIA,C6L.SI,6.428236,2022-04-18
Golden Agri-Resources,E5H.SI,5.7592545,2022-04-18
CapitaLand Investment,9CI.SI,5.676785,2022-04-18
ComfortDelGro,C52.SI,5.500416,2022-04-18
CapitaLand Integrated Commercial Trust,C38U.SI,4.532755,2022-04-18
AEM Holdings,AWX.SI,4.47524,2022-04-18
Geo Energy Resources,RE4.SI,4.1405995,2022-04-18
Singtel,Z74.SI,22.6386951,2022-04-25
CapitaLand Integrated Commercial Trust,C38U.SI,22.473059,2022-04-25
City Developments,C09.SI,19.419965,2022-04-25
SATS,S58.SI,14.815154,2022-04-25
Suntec REIT,T82U.SI,8.695652,2022-04-25
ComfortDelGro,C52.SI,7.88748,2022-04-25
Golden Agri-Resources,E5H.SI,7.305814,2022-04-25
Jardine Cycle & Carriage,C07.SI,6.851395,2022-04-25
Ascott Residence Trust,HMN.SI,4.703558,2022-04-25
Sembcorp Industries,U96.SI,4.617367000000001,2022-04-25
Singtel,Z74.SI,72.96097909999999,2022-05-02
OCBC,O39.SI,24.54222,2022-05-02
SATS,S58.SI,21.934501,2022-05-02
Keppel Corporation,BN4.SI,20.76932,2022-05-02
Sembcorp Marine,S51.SI,19.98018,2022-05-02
CapitaLand Investment,9CI.SI,19.05841,2022-05-02
ST Engineering,S63.SI,12.592699,2022-05-02
City Developments,C09.SI,12.222746,2022-05-02
Jardine Cycle & Carriage,C07.SI,7.558378,2022-05-02
Sembcorp Industries,U96.SI,5.877141,2022-05-02
OCBC,O39.SI,40.035142,2022-05-09
Venture Corporation,V03.SI,34.920191,2022-05-09
Mapletree Commercial Trust,N2IU.SI,17.742755,2022-05-09
Keppel Corporation Limited,BN4.SI,12.031769,2022-05-09
Singtel,Z74.SI,9.292753700000002,2022-05-09
Jardine Matheson,J36.SI,6.854869842000002,2022-05-09
Ascendas REIT,A17U.SI,5.938839,2022-05-09
Sembcorp Industries,U96.SI,3.852357,2022-05-09
Sheng Siong,OV8.SI,3.753574,2022-05-09
Singtel,Z74.SI,116.1976506,2022-05-16
OCBC,O39.SI,69.352298,2022-05-16
CapitaLand Integrated Commercial Trust,C38U.SI,19.252367,2022-05-16
City Developments,C09.SI,10.954385,2022-05-16
UOL Group,U14.SI,10.401178,2022-05-16
ST Engineering,S63.SI,8.283477,2022-05-16
Sheng Siong,OV8.SI,7.765601,2022-05-16
CapitaLand Investment,9CI.SI,6.404563,2022-05-16
Venture Corporation,V03.SI,4.895605,2022-05-16
UOB,U11.SI,51.634653,2022-05-23
Keppel Corp,BN4.SI,32.868049,2022-05-23
Yangzijiang Shipbuilding,BS6.SI,21.1037785,2022-05-23
Thai Beverage,Y92.SI,12.337587,2022-05-23
Venture Corp,V03.SI,11.772878,2022-05-23
Jardine Matheson,J36.SI,11.2533313928,2022-05-23
Procurri Corp,BVQ.SI,11.165038225,2022-05-23
CapitaLand Investment,9CI.SI,10.225192,2022-05-23
SGX,S68.SI,8.086081,2022-05-23
UOL Group,U14.SI,6.770938,2022-05-23
SIA,C6L.SI,37.554008,2022-05-30
City Developments,C09.SI,12.466902,2022-05-30
UOL Group,U14.SI,11.835272,2022-05-30
Jardine Matheson,J36.SI,10.8618706055,2022-05-30
Procurri Corporation,BVQ.SI,7.987935974999999,2022-05-30
Keppel Corp,BN4.SI,7.638085,2022-05-30
Lendlease Global Commercial REIT,JYEU.SI,4.340539,2022-05-30
Jardine Cycle & Carriage,C07.SI,4.296397,2022-05-30
ESR-LOGOS REIT,J91U.SI,3.966458,2022-05-30
ST Engineering,S63.SI,24.048002,2022-06-06
Venture Corp,V03.SI,23.041398,2022-06-06
UOL Group,U14.SI,19.150747,2022-06-06
UOB,U11.SI,16.724948,2022-06-06
Yangzijiang Shipbuilding,BS6.SI,13.002842,2022-06-06
Keppel Corp,BN4.SI,12.400494,2022-06-06
Jardine Cycle & Carriage,C07.SI,11.667522,2022-06-06
Mapletree Logistics Trust,M44U.SI,11.006654,2022-06-06
Ascendas REIT,A17U.SI,9.164417,2022-06-06
Jardine Cycle & Carriage,C07.SI,26.889053,2022-06-13
CapitaLand Integrated Commercial Trust,C38U.SI,20.578089,2022-06-13
Keppel Corp,BN4.SI,17.270246,2022-06-13
Ascendas REIT,A17U.SI,15.475922,2022-06-13
Yangzijiang Shipbuilding,BS6.SI,9.446989,2022-06-13
City Developments,C09.SI,8.812138,2022-06-13
Mapletree Commercial Trust,N2IU.SI,8.365885,2022-06-13
Hongkong Land Holdings,H78.SI,7.955168338300004,2022-06-13
Mapletree Logistics Trust,M44U.SI,7.818422,2022-06-13
Jardine Matheson,J36.SI,7.080479980800002,2022-06-13
CapitaLand Investment,9CI.SI,40.463475,2022-06-20
Frasers Hospitality Trust,ACV.SI,35.995456,2022-06-20
DBS,D05.SI,27.891603,2022-06-20
CapitaLand Integrated Commercial Trust,C38U.SI,16.118312,2022-06-20
Yangzijiang Shipbuilding,BS6.SI,15.3571585,2022-06-20
City Developments,C09.SI,13.910578,2022-06-20
Mapletree Logistics Trust,M44U.SI,12.285564,2022-06-20
Digital Core REIT,DCRU.SI,11.51951043020001,2022-06-20
Hongkong Land Holdings,H78.SI,11.4369450245,2022-06-20
Lendlease Global Commercial REIT,JYEU.SI,10.612583,2022-06-20
Singtel,Z74.SI,51.432439,2022-06-27
DBS,D05.SI,36.864046,2022-06-27
Jardine Matheson,J36.SI,18.8005711486,2022-06-27
Mapletree Industrial Trust,ME8U.SI,8.905747,2022-06-27
Keppel Corp,BN4.SI,7.13159,2022-06-27
UOL Group,U14.SI,6.811748,2022-06-27
ST Engineering,S63.SI,6.009197,2022-06-27
Sembcorp Industries,U96.SI,4.751502,2022-06-27
Sheng Siong Group,OV8.SI,2.968237,2022-06-27
Mapletree Commercial Trust,N2IU.SI,2.954999,2022-06-27
Ascendas REIT,A17U.SI,15.278851,2022-07-04
Hongkong Land,H78.SI,7.450464310300006,2022-07-04
AEM Holdings,AWX.SI,4.988948,2022-07-04
Netlink NBN Trust,CJLU.SI,4.29177,2022-07-04
UOL Group,U14.SI,3.749892,2022-07-04
ComfortDelGro,C52.SI,3.511912,2022-07-04
Sembcorp Industries,U96.SI,2.878183,2022-07-04
Jardine Matheson,J36.SI,2.693142587600003,2022-07-04
Thai Beverage,Y92.SI,2.5059245,2022-07-04
Frasers Centrepoint Trust,J69U.SI,1.834941,2022-07-04
DBS,D05.SI,56.945238,2022-07-11
Singtel,Z74.SI,31.6086328,2022-07-11
Wilmar International,F34.SI,10.959487,2022-07-11
Ascendas REIT,A17U.SI,9.717221,2022-07-11
Keppel Corporation,BN4.SI,9.065702,2022-07-11
Sembcorp Industries,U96.SI,7.541573,2022-07-11
Sheng Siong Group,OV8.SI,5.953217,2022-07-11
Mapletree Logistics Trust,M44U.SI,5.785324,2022-07-11
Golden Agri-Resources,E5H.SI,5.007934,2022-07-11
ST Engineering,S63.SI,4.957827,2022-07-11
Singtel,Z74.SI,22.9609812,2022-07-18
Genting Singapore,G13.SI,16.1443375,2022-07-18
SGX,S68.SI,11.698127,2022-07-18
Ascendas REIT,A17U.SI,10.555409,2022-07-18
SIA,C6L.SI,8.617979,2022-07-18
Sheng Siong,OV8.SI,5.378411,2022-07-18
Frasers Hospitality Trust,ACV.SI,4.5086925,2022-07-18
CapitaLand Integrated Commercial Trust,C38U.SI,4.417582,2022-07-18
Jardine Cycle & Carriage,C07.SI,4.394303,2022-07-18
SATS,S58.SI,4.177077,2022-07-18
UOB,U11.SI,25.998747,2022-07-25
DBS,D05.SI,24.989476,2022-07-25
SIA,C6L.SI,18.479886,2022-07-25
CapitaLand Integrated Commercial Trust,C38U.SI,9.117479,2022-07-25
Jardine Matheson,J36.SI,8.978046800800001,2022-07-25
Samudera Shipping Line,S56.SI,7.968343,2022-07-25
Mapletree Industrial Trust,ME8U.SI,7.576151,2022-07-25
Ascendas REIT,A17U.SI,5.677111,2022-07-25
Mapletree Commercial Trust,N2IU.SI,5.582635,2022-07-25
Venture Corporation,V03.SI,5.375711,2022-07-25
SIA,C6L.SI,16.436118,2022-08-01
Frasers Logistics & Commercial Trust,BUOU.SI,12.136194,2022-08-01
Mapletree Industrial Trust,ME8U.SI,10.487584,2022-08-01
Keppel DC REIT,AJBU.SI,8.722261,2022-08-01
Yangzijiang Shipbuilding Holdings,BS6.SI,8.0725935,2022-08-01
Venture Corp,V03.SI,6.229065,2022-08-01
AEM Holdings ,AWX.SI,6.203655,2022-08-01
Genting Singapore,G13.SI,4.7766955,2022-08-01
Samudera Shipping Line,S56.SI,4.5771965,2022-08-01
Keppel Infrastructure Trust,A7RU.SI,3.16043,2022-08-01
OCBC,O39.SI,86.858221,2022-08-08
DBS,D05.SI,54.73351,2022-08-08
Keppel Corporation,BN4.SI,18.772758,2022-08-08
CapitaLand Integrated Commercial Trust,C38U.SI,16.497352,2022-08-08
Raffles Medical Group,BSL.SI,12.180337,2022-08-08
Genting Singapore,G13.SI,10.765319,2022-08-08
Mapletree Commercial Trust,N2IU.SI,9.841735,2022-08-08
City Developments,C09.SI,9.353097,2022-08-08
Sembcorp Marine,S51.SI,8.6444119,2022-08-08
SIA,C6L.SI,7.600268,2022-08-08
DBS,D05.SI,96.63658,2022-08-15
OCBC,O39.SI,96.430539,2022-08-15
Wilmar International,F34.SI,24.868315,2022-08-15
Keppel Corporation,BN4.SI,23.298009,2022-08-15
Ascendas REIT,A17U.SI,15.508982,2022-08-15
Venture Corporation,V03.SI,13.491239,2022-08-15
Thai Beverage,Y92.SI,13.0031215,2022-08-15
Sembcorp Industries,U96.SI,12.02504,2022-08-15
City Developments,C09.SI,11.835494,2022-08-15
Singtel,Z74.SI,11.5467972,2022-08-15
OCBC,O39.SI,71.763919,2022-08-22
Singtel,Z74.SI,52.7040625,2022-08-22
Jardine Matheson,J36.SI,36.806081495,2022-08-22
City Developments,C09.SI,26.453298,2022-08-22
Venture Corporation,V03.SI,21.871117,2022-08-22
Wilmar International,F34.SI,20.981749,2022-08-22
The Hour Glass,AGS.SI,17.164211,2022-08-22
SATS,S58.SI,14.495328,2022-08-22
Keppel Corporation,BN4.SI,14.028406,2022-08-22
Ascendas REIT,A17U.SI,13.942707,2022-08-22
DBS,D05.SI,120.297509,2022-08-29
UOB,U11.SI,68.778561,2022-08-29
Keppel Corporation,BN4.SI,25.723787,2022-08-29
Venture Corporation,V03.SI,15.012052,2022-08-29
Sembcorp Industries,U96.SI,13.675371,2022-08-29
Jardine Cycle & Carriage,C07.SI,12.210006,2022-08-29
Sheng Siong Group,OV8.SI,10.943158,2022-08-29
Mapletree Logistics Trust,M44U.SI,9.345959,2022-08-29
Yangzijiang Shipbuilding,BS6.SI,8.641096,2022-08-29
OCBC,O39.SI,7.480471,2022-08-29
DBS,D05.SI,48.03110399999999,2022-09-05
Keppel Corporation,BN4.SI,47.413392,2022-09-05
OCBC,O39.SI,43.622048,2022-09-05
City Developments,C09.SI,13.224585,2022-09-05
UOB,U11.SI,9.991255,2022-09-05
Raffles Medical Group,BSL.SI,6.656517,2022-09-05
Jardine Cycle & Carriage,C07.SI,6.130616,2022-09-05
Marco Polo Marine,5LY.SI,4.426370499999999,2022-09-05
UMS Holdings,558.SI,4.279372,2022-09-05
Golden Energy And Resources,AUE.SI,3.9709145,2022-09-05
DBS,D05.SI,121.500125,2022-09-12
Singtel,Z74.SI,79.97564280000002,2022-09-12
OCBC,O39.SI,46.488035,2022-09-12
CapitaLand Integrated Commercial Trust,C38U.SI,19.927868,2022-09-12
Mapletree Logistics Trust,M44U.SI,14.510475,2022-09-12
Jardine Cycle & Carriage,C07.SI,11.018627,2022-09-12
Mapletree Commercial Trust,N2IU.SI,9.926967,2022-09-12
SIA,C6L.SI,8.784118,2022-09-12
Jardine Matheson,J36.SI,7.385083847900002,2022-09-12
City Developments,C09.SI,5.727496,2022-09-12
OCBC,O39.SI,122.517697,2022-09-19
DBS,D05.SI,63.92020500000002,2022-09-19
Jardine Matheson,J36.SI,63.30261982710002,2022-09-19
Yangzijiang Shipbuilding,BS6.SI,35.3882455,2022-09-19
Genting Singapore,G13.SI,34.870123,2022-09-19
Singtel,Z74.SI,22.8968584,2022-09-19
SGX,S68.SI,17.059591,2022-09-19
Mapletree Pan Asia Commercial Trust,N2IU.SI,14.72257,2022-09-19
Jardine Cycle & Carriage,C07.SI,7.983466099999999,2022-09-19
SATS,S58.SI,7.326953,2022-09-19
DBS,D05.SI,97.182332,2022-09-26
OCBC,O39.SI,52.860478,2022-09-26
Yangzijiang Shipbuilding,BS6.SI,49.399362,2022-09-26
UOB,U11.SI,46.031776,2022-09-26
Singtel,Z74.SI,8.447729400000002,2022-09-26
CapitaLand Investment,9CI.SI,4.011078,2022-09-26
UMS Holdings,558.SI,3.433654,2022-09-26
Keppel Corporation,BN4.SI,3.345857,2022-09-26
Yangzijiang Financial,YF8.SI,2.4857865,2022-09-26
ComfortDelgro,C52.SI,2.315722,2022-09-26
DBS,D05.SI,64.99038,2022-10-03
Singtel,Z74.SI,43.27601379999999,2022-10-03
Yangzijiang Financial,YF8.SI,14.562406,2022-10-03
Suntec REIT,T82U.SI,8.101822,2022-10-03
Keppel Corporation,BN4.SI,7.8201,2022-10-03
Sembcorp Marine,S51.SI,6.907750299999997,2022-10-03
UMS Holdings,558.SI,6.34305,2022-10-03
Sembcorp Industries,U96.SI,5.448592,2022-10-03
Sheng Siong Group,OV8.SI,3.883095,2022-10-03
OUE Limited,LJ3.SI,2.324293,2022-10-03
Sembcorp Marine,S51.SI,29.5809479,2022-10-10
Yangzijiang Shipbuilding,BS6.SI,27.706667,2022-10-10
Jardine Matheson,J36.SI,18.7275871001,2022-10-10
CapitaLand Integrated Commercial Trust,C38U.SI,17.929354,2022-10-10
Genting Singapore,G13.SI,14.6274895,2022-10-10
Venture Corporation,V03.SI,10.741521,2022-10-10
OCBC,O39.SI,10.660911,2022-10-10
Hongkong Land,H78.SI,10.1654603884,2022-10-10
City Developments,C09.SI,9.372686,2022-10-10
Mapletree Pan Asia Commercial Trust,N2IU.SI,8.853186,2022-10-10
Singtel,Z74.SI,33.6608815,2022-10-17
DBS,D05.SI,33.389047,2022-10-17
Sembcorp Marine,S51.SI,21.7954565,2022-10-17
Genting Singapore,G13.SI,5.8377855,2022-10-17
CapitaLand India Trust,CY6U.SI,3.817953,2022-10-17
Keppel DC REIT,AJBU.SI,2.702051,2022-10-17
CapitaLand Ascendas REIT,A17U.SI,2.589323,2022-10-17
Sheng Siong Group,OV8.SI,2.221246,2022-10-17
Keppel Corporation,BN4.SI,1.9991,2022-10-17
Chip Eng Seng Corporation,C29.SI,1.7360565,2022-10-17
Yangzijiang Shipbuilding,BS6.SI,23.729375,2022-10-24
Sembcorp Marine,S51.SI,16.1693233,2022-10-24
Genting Singapore,G13.SI,12.8797515,2022-10-24
Sembcorp Industries,U96.SI,6.398808,2022-10-24
AEM Holdings,AWX.SI,4.964911,2022-10-24
Sheng Siong Group,OV8.SI,4.376291,2022-10-24
Yangzijiang Financial,YF8.SI,2.801719,2022-10-24
Thai Beverage,Y92.SI,2.5679825,2022-10-24
First Resources,EB5.SI,2.542173,2022-10-24
Olam Group,VC2.SI,2.471519,2022-10-24
OCBC,O39.SI,51.671298,2022-10-31
Capitaland Integrated Commercial Trust,C38U.SI,28.066249,2022-10-31
Singtel,Z74.SI,23.6051978,2022-10-31
DBS,D05.SI,22.924871,2022-10-31
Sembcorp Marine,S51.SI,21.2835262,2022-10-31
UOB,U11.SI,20.410653,2022-10-31
Keppel Corporation,BN4.SI,16.183295,2022-10-31
SIA,C6L.SI,8.488832,2022-10-31
City Developments,C09.SI,8.108682,2022-10-31
ST Engineering,S63.SI,6.457216,2022-10-31
